Latitude,Longitude,SampleDateUTC,Year,Month,Day,Time_24hr,Region,Route,BioRegion,ZoopAbundance_m3,CopeAbundance_m3,AvgTotalLengthCopepod_mm,HerbivoreCarnivoreCopepodRatio,Biomass_mgCarbon_m3,NoCopepodSpecies_Sample,ShannonCopepodDiversityCPR,CopepodEvenness,PhytoBiomassCarbon_pg_m3,AbundancePhyto_cells_m3,DiatomDinoflagellateRatio,AvgCellVol_um3,NoPhytoSpecies_Sample,ShannonPhytoDiversitycpr,PhytoEvenness,NoDiatomSpecies_Sample,ShannonDiatomDiversitycpr,DiatomEvenness,NoDinoSpecies_Sample,ShannonDinoDiversitycpr,DinoflagellateEvenness,sst_1d,chl_oc3_1d
-39.19519,146.33905,2019-02-22 17:50:56,2019,2,22,17:50:56,SEAC,PKME,,2754.6671,61.3336,1.12086861035387,0.94736800554208,11.6667,11,1.8880151192338,0.787363460219204,,40666.8,,1329490.26446621,8,1.5069676021574,0.724698228804273,,,,8,1.5069676021574,0.724698228804273,,
-38.68493,143.97228,2018-11-14 18:15:18,2018,11,14,18:15:18,Bass Strait,MEAD,South-east,197.3337,46.0001,1.20956578355264,,14.4,,,,293552358112.053,154000,,65166740.3009812,2,0.0278810475364044,0.0402238490155601,,,,2,0.0278810475364044,0.0402238490155601,,
-36.5589,138.92088,2018-11-15 12:32:37,2018,11,15,12:32:37,Bass Strait,MEAD,South-east,38.6669,10,0.9726647,0.9166625,3.6,,,,,70666.7,0.141509367212563,43164123.0505864,5,1.02344931387475,0.635904812461449,,,,5,1.02344931387475,0.635904812461449,,
-36.03082,138.41632,2018-11-15 14:58:55,2018,11,15,14:58:55,Bass Strait,MEAD,South-east,8.0002,4.0001,1.0560016799664,,3.2,2,0.693147180559945,1,,59999.9,0.055555092591821,90581.3133727691,4,1.07101757804367,0.772575874274258,,,,4,1.07101757804367,0.772575874274258,,
-48.5204,139.4396,2016-01-13 08:03:00,2016,1,13,08:03:00,SO,HOAN,,,,,,,,,,122767296.785648,29999.9,0.888889629632099,194334.334305929,3,1.09861228866811,1,3,1.09861228866811,1,,,,,
-48.6169,138.9687,2016-01-13 10:45:00,2016,1,13,10:45:00,SO,HOAN,,,,,,,,,,130419629.289691,43333.1,0.909091404960932,62986.6853316714,7,1.94591014905531,1,5,1.6094379124341,1,1,0,,,
-48.6557,138.8599,2016-01-13 11:26:00,2016,1,13,11:26:00,SO,HOAN,,,,,,,,,,93824921.8126215,26666.6,,133742.326689801,3,1.03971817150337,0.946392264339095,2,0.636511857779211,0.918292500685089,,,,,
-48.6903,138.7422,2016-01-13 12:14:00,2016,1,13,12:14:00,SO,HOAN,,,,,,,,,,140380980.981105,39999.9,,126317.891801466,7,1.84621795598329,0.948768347233083,7,1.84621795598329,0.948768347233083,,,,,
-48.7692,138.2577,2016-01-13 15:24:00,2016,1,13,15:24:00,SO,HOAN,,,,,,,,,,,36666.5,,32711.970903509,4,0.940444485995333,0.678387298088419,3,0.683736023002944,0.622363348795109,,,,,
-48.9281,137.6744,2016-01-13 18:31:00,2016,1,13,18:31:00,SO,HOAN,,,,,,,,,,,66666.7,,37414.3972344444,5,1.46147174306763,0.908063449839646,5,1.46147174306763,0.908063449839646,,,,,
-35.31914,150.94015,2018-11-12 19:39:12,2018,11,12,19:39:12,SEAC,PKME,Temperate East,41.3334,36.0001,0.99660484131162,0.960785294117647,6,,,,13007381900.7098,46666.5,0.727271487597671,9518928.46096474,4,1.33217654484329,0.960962247417005,2,0.693147180559945,1,2,0.636511857779211,0.918292500685089,,
-36.91975,150.35735,2018-11-13 00:59:41,2018,11,13,00:59:41,SEAC,PKME,South-east,15.3334,8.0001,1.37819449368642,,3.5333,,,,57474623940.9146,43333.3,0.181816694212171,45350417.0531413,1,0,,,,,1,0,,,
-38.72514,148.09297,2018-11-13 09:32:28,2018,11,13,09:32:28,SEAC,PKME,South-east,152,66.6666,1.14699953949954,,609.8,,,,574630349895.372,426666.5,0.29687472534169,46040286.3961959,2,0.0604978050510223,0.0872798833317772,1,0,,1,0,,,
-39.17237,110.00006,2019-05-17 16:15:34,2019,5,17,16:15:34,WA,IIOE,,,,,,,,,,,,,,,,,,,,,,,,
-49.0994,137.2383,2016-01-13 20:54:00,2016,1,13,20:54:00,SO,HOAN,,,,,,,,,,,103333.2,,50493.2471867197,7,1.33861277626457,0.687910886797334,6,1.22261354185958,0.68235360987729,,,,,
-49.6793,135.4216,2016-01-14 05:27:00,2016,1,14,05:27:00,SO,HOAN,,,,,,,,,,,140000,,92140.9912831322,5,1.0975206802268,0.681927940026542,4,1.00575849103966,0.725501393677441,,,,,
-49.9643,134.6347,2016-01-14 09:12:00,2016,1,14,09:12:00,SO,HOAN,,,,,,,,,,,93333.2,,92809.5713363072,6,1.36224472912983,0.760283259290784,5,1.2334017179756,0.766355575724084,,,,,
-50.0529,134.4159,2016-01-14 10:24:00,2016,1,14,10:24:00,SO,HOAN,,,,,,,,,,,99999.9,0.681818491735678,75310.3510597875,7,1.75495743747309,0.901869718046885,4,1.2798538962414,0.923219434584944,1,0,,,
-50.63,132.9823,2016-01-14 17:27:00,2016,1,14,17:27:00,SO,HOAN,,,,,,,,,,59542244.9162602,26666.5,,84865.0357875284,5,1.475073620548,0.916514771493802,5,1.475073620548,0.916514771493802,,,,,
-51.0515,131.9994,2016-01-14 22:14:00,2016,1,14,22:14:00,SO,HOAN,,,,,,,,,,,93333.2,0.96153881656832,108245.123623834,8,1.60318291083169,0.77096801169827,6,1.37300281687761,0.766287462384192,1,0,,,
-51.4957,130.8749,2016-01-15 04:41:00,2016,1,15,04:41:00,SO,HOAN,,,,,,,,,,,126666.6,0.9722225,61423.6857567828,3,1.01140310944955,0.920618784153338,2,0.673012153563413,0.970951296403937,,,,,
-52.2301,129.1781,2016-01-15 14:06:00,2016,1,15,14:06:00,SO,HOAN,,,,,,,,,,92198997.129679,89999.9,,30844.1802251311,3,1.01140310944955,0.920618784153338,2,0.636511857779211,0.918292500685089,,,,,
-38.75531,110.00005,2019-05-17 18:26:03,2019,5,17,18:26:03,WA,IIOE,,27.3333,4.6667,1.35215794887179,,0.9333,1,0,,6647591.88754494,4000,0.833325,20367.95264,,,,,,,,,,,
-29.40743,110.00003,2019-05-23 20:48:47,2019,5,23,20:48:47,WA,IIOE,South-west,59.3335,16.6668,0.641603187174503,0.857139796005829,1.2,1,0,,16703872.8213342,2000.1,,87477.9993014238,3,1.09861228866811,1,,,,3,1.09861228866811,1,,
-15.0308,110.00003,2019-06-02 17:14:40,2019,6,2,17:14:40,WA,IIOE,,46.0003,25.3336,1.21541551633971,0.782613232464865,1.4667,,,,22010865.9835214,2000.1,,121695.621163386,3,1.09861228866811,1,,,,3,1.09861228866811,1,,
-14.36129,110.00006,2019-06-02 20:50:23,2019,6,2,20:50:23,WA,IIOE,,81.3337,38.0003,1.18644309124842,0.771428326533411,3.8667,,,,71109032.331355,6666.8,,117362.219172283,5,1.30311624644453,0.809671647708182,,,,5,1.30311624644453,0.809671647708182,,
-43.8647,146.5449,2019-01-13 11:01:00,2019,1,13,11:01:00,SO,HOAN,South-east,,,,,,,,,118833612.940823,26666.5,0.428573877565015,51168.77056979,4,1.38629436111989,1,,,,4,1.38629436111989,1,,
-53.2644,126.3564,2016-01-16 03:05:00,2016,1,16,03:05:00,SO,HOAN,,,,,,,,,,,193333.2,,107942.570431499,3,0.974313722913067,0.886858569636304,3,0.974313722913067,0.886858569636304,,,,,
-53.6736,125.3003,2016-01-16 07:51:00,2016,1,16,07:51:00,SO,HOAN,,,,,,,,,,,126666.3,0.972222430556076,18531.6839841601,7,1.94591014905531,1,5,1.6094379124341,1,1,0,,,
-53.9657,124.6105,2016-01-16 10:56:00,2016,1,16,10:56:00,SO,HOAN,,,,,,,,,,223919188.767269,146666.5,0.977272928719237,47167.8146188613,8,1.70978372030224,0.822232164757577,7,1.63239347182663,0.838884299266906,1,0,,,
-54.359,123.6922,2016-01-16 14:52:00,2016,1,16,14:52:00,SO,HOAN,,,,,,,,,,291986429.475639,210000,0.950819664068797,32921.4809857614,8,1.24504113207112,0.59873822231393,5,0.949412570632826,0.58990319744422,2,0.636511857779211,0.918292500685089,,
-54.7554,122.5952,2016-01-16 19:19:00,2016,1,16,19:19:00,SO,HOAN,,,,,,,,,,274648947.388742,273333.1,,25568.8023159085,6,1.06271506009499,0.593112568035061,5,1.0075824317944,0.626046164322387,,,,,
-55.1286,121.6339,2016-01-16 23:04:00,2016,1,16,23:04:00,SO,HOAN,,,,,,,,,,,289999.9,0.988505858105468,39085.1672828877,5,0.780117405194543,0.484714196905366,5,0.780117405194543,0.484714196905366,,,,,
-55.174,121.5153,2016-01-16 23:31:00,2016,1,16,23:31:00,SO,HOAN,,,,,,,,,,263736083.053835,213333.2,0.984127135298636,31463.3692677568,8,1.16239342000478,0.55899307420095,6,1.02910952653119,0.574356962642182,1,0,,,
-59.4545,108.1676,2016-01-19 09:54:00,2016,1,19,09:54:00,SO,HOAN,,,,,,,,,,68594213.9185148,86666.7,,22233.2333349283,7,1.53126436130817,0.786914217006145,7,1.53126436130817,0.786914217006145,,,,,
-59.5367,107.8834,2016-01-19 10:47:00,2016,1,19,10:47:00,SO,HOAN,,,,,,,,,,107835928.728142,133333.3,,20995.8791667823,5,1.27197863188304,0.790324760002272,5,1.27197863188304,0.790324760002272,,,,,
-59.7049,107.3157,2016-01-19 12:31:00,2016,1,19,12:31:00,SO,HOAN,,,,,,,,,,,106666.5,,63726.2381061137,5,1.21655512726024,0.755888200384403,5,1.21655512726024,0.755888200384403,,,,,
-60.0413,106.1628,2016-01-19 16:11:00,2016,1,19,16:11:00,SO,HOAN,,,,,,,,,,261209675.279177,193333.2,,47359.3415637097,5,1.25945349555528,0.782542455241712,4,1.18620397068054,0.855665292991809,,,,,
-60.1221,105.8756,2016-01-19 17:09:00,2016,1,19,17:09:00,SO,HOAN,,,,,,,,,,83704998.3075748,113333.3,,18588.1394203351,3,1.07991125524494,0.982977585799767,3,1.07991125524494,0.982977585799767,,,,,
-60.1987,105.5756,2016-01-19 18:09:00,2016,1,19,18:09:00,SO,HOAN,,,,,,,,,,98137462.2617261,203333,,10094.9202964267,7,1.19502634611667,0.614122058357538,4,0.973519026140381,0.70224553561189,,,,,
-60.5157,104.3903,2016-01-19 21:45:00,2016,1,19,21:45:00,SO,HOAN,,,,,,,,,,157584092.702019,196666.6,,20655.5025550512,5,1.26424984140186,0.785522592474427,5,1.26424984140186,0.785522592474427,,,,,
-60.676,103.7982,2016-01-19 23:36:00,2016,1,19,23:36:00,SO,HOAN,,,,,,,,,,160711391.967004,163333.1,,31101.3964142143,5,1.3088781906545,0.813251744936815,5,1.3088781906545,0.813251744936815,,,,,
-60.7178,103.6484,2016-01-20 00:05:00,2016,1,20,00:05:00,SO,HOAN,,,,,,,,,,,176666.4,,17218.6663799355,6,1.21150844185707,0.676155735556973,6,1.21150844185707,0.676155735556973,,,,,
-60.8431,103.2064,2016-01-20 01:42:00,2016,1,20,01:42:00,SO,HOAN,,,,,,,,,,306148273.073099,266666.5,,44920.7017278527,10,1.54575700665209,0.671313738352289,9,1.49634808960082,0.681017363921397,,,,,
-60.965,102.7558,2016-01-20 03:25:00,2016,1,20,03:25:00,SO,HOAN,,,,,,,,,,,226666.5,,37445.470771741,9,1.65878568717948,0.754945900518957,8,1.60069830877813,0.769773170677851,,,,,
-61.7973,99.1832,2016-01-20 14:32:00,2016,1,20,14:32:00,SO,HOAN,,,,,,,,,,166066455.649774,253333,,19718.3629715604,8,1.59319308963325,0.766163923197487,8,1.59319308963325,0.766163923197487,,,,,
-62.1773,97.6176,2016-01-20 18:59:00,2016,1,20,18:59:00,SO,HOAN,,,,,,,,,,,286666.4,,22099.9794749358,9,1.76190049987381,0.801875474199289,8,1.71347100446743,0.824005373617398,,,,,
-62.2853,97.1426,2016-01-20 20:19:00,2016,1,20,20:19:00,SO,HOAN,,,,,,,,,,,306666.7,,15465.6244844028,10,1.81816534558542,0.789619176775467,9,1.74781617032759,0.795465419582435,,,,,
-36.25877,150.66228,2019-04-23 14:36:56,2019,4,23,14:36:56,SEAC,PKME,Temperate East,284.0009,248.6674,1.03893402061255,0.96478762398724,5,32,1.59280088013131,0.459585186177803,17735764.1961728,666.7,,353475.080242655,,,,,,,,,,,
-47.3274,134.7787,2017-11-02 14:52:00,2017,11,2,14:52:00,SO,HOAN,,,,,,,,,,55107571.748451,56666.5,,24740.0300869635,5,1.19007321734637,0.739434064621052,4,1.02003450656119,0.735799362075727,,,,,
-48.6553,130.4852,2017-11-03 14:14:00,2017,11,3,14:14:00,SO,HOAN,,,,,,,,,,22007518.4985275,16666.6,,34352.6374105496,2,0.5004007599738,0.72192569487127,2,0.5004007599738,0.72192569487127,,,,,
-48.6873,130.3679,2017-11-03 14:50:00,2017,11,3,14:50:00,SO,HOAN,,,,,,,,,,23968422.6545565,19999.9,,30638.4540820274,2,0.5004007599738,0.72192569487127,2,0.5004007599738,0.72192569487127,,,,,
-48.8672,129.7984,2017-11-03 17:42:00,2017,11,3,17:42:00,SO,HOAN,,,,,,,,,,22148589.2453861,23333.3,,24594.6779923971,2,0.682908280831839,0.985228390138102,2,0.682908280831839,0.985228390138102,,,,,
-26.94197,153.67269,2019-06-25 00:18:37,2019,6,25,00:18:37,NEAC,BRPK,Temperate East,43.3337,22.0002,0.801516008945373,0.923074260395994,2.1333,6,1.67698777432242,0.935944697445866,155542797.381189,1e+05,0.96551759809738,54983.1436959722,4,1.27703231369928,0.921184093014455,2,0.673012153563413,0.970951296403937,1,0,,,
-50.1742,125.4183,2017-11-04 13:11:00,2017,11,4,13:11:00,SO,HOAN,,,,,,,,,,18625255.3440785,23333.3,,20191.3403217064,2,0.693147180559945,1,2,0.693147180559945,1,,,,,
-50.8402,123.1635,2017-11-04 23:11:00,2017,11,4,23:11:00,SO,HOAN,,,,,,,,,,2179792.32668306,23333.3,,1354.16018022883,2,0.693147180559945,1,2,0.693147180559945,1,,,,,
-50.9474,122.8035,2017-11-05 00:46:00,2017,11,5,00:46:00,SO,HOAN,,,,,,,,,,37977735.2541284,23333.3,0.833335,24227.4703047195,4,1.32965903833916,0.959146250342544,3,1.05491850441824,0.960228203615997,,,,,
-50.9826,122.6855,2017-11-05 01:17:00,2017,11,5,01:17:00,SO,HOAN,,,,,,,,,,17445292.1994663,33333.3,,13249.8376738377,3,0.897944320211507,0.817344143583283,3,0.897944320211507,0.817344143583283,,,,,
-51.1529,122.0815,2017-11-05 03:52:00,2017,11,5,03:52:00,SO,HOAN,,,,,,,,,,40949213.2791237,49999.9,,20769.36500273,3,1.06060165638114,0.965401231463509,3,1.06060165638114,0.965401231463509,,,,,
-51.4996,120.8663,2017-11-05 09:06:00,2017,11,5,09:06:00,SO,HOAN,,,,,,,,,,26097367.1025128,39999.9,,16101.6635613985,5,1.46813887867299,0.912205974104705,4,1.2798538962414,0.923219434584944,,,,,
-51.5703,120.6238,2017-11-05 10:09:00,2017,11,5,10:09:00,SO,HOAN,,,,,,,,,,18522764.5215638,26666.6,,17237.7091265645,4,1.25548026526619,0.905637576316744,3,1.0042411278065,0.914099667521447,,,,,
-51.8054,119.7994,2017-11-05 13:45:00,2017,11,5,13:45:00,SO,HOAN,,,,,,,,,,,183333.1,,24204.7749038124,6,1.45013062982479,0.809333314392666,5,1.27321897224998,0.791095426802999,,,,,
-30.26074,153.47368,2019-06-25 10:19:38,2019,6,25,10:19:38,NEAC,BRPK,Temperate East,160.6666,131.3332,1.25551565259346,0.910112719354425,5.6,24,2.71787776628547,0.855201929033376,658352.761338756,3333.3,,3141.62141621416,,,,,,,,,,,
-31.2405,153.22903,2019-06-25 13:19:56,2019,6,25,13:19:56,NEAC,BRPK,Temperate East,86.0006,64.0006,1.60962392299429,0.905660003565981,3.0667,,,,8456559.19217195,666.7,,143092.269886506,1,0,,,,,1,0,,,
-32.76027,152.45213,2019-06-25 18:20:27,2019,6,25,18:20:27,NEAC,BRPK,Temperate East,165.3338,88.667,1.4194307294893,0.881355738294662,4.3333,,,,22619652.4463169,18000.1,0.833327083411457,16062.7440773477,3,0.443771339671595,0.403938081021828,,,,2,0.693147180559945,1,,
-52.3996,117.7051,2017-11-05 22:36:00,2017,11,5,22:36:00,SO,HOAN,,,,,,,,,,105539952.627434,119999.9,,22283.6647200968,5,1.25126922242282,0.777457280430539,3,0.938925869958787,0.854647157731217,,,,,
-52.5088,117.3336,2017-11-06 00:06:00,2017,11,6,00:06:00,SO,HOAN,,,,,,,,,,71407311.1734529,59999.9,,30619.1683390913,4,0.953269040195298,0.687638258461369,4,0.953269040195298,0.687638258461369,,,,,
-52.6628,116.8493,2017-11-06 02:05:00,2017,11,6,02:05:00,SO,HOAN,,,,,,,,,,44416627.7746791,59999.8,,18563.3895276873,5,1.2493406391345,0.776258984259298,4,1.08325305819251,0.781401907541071,,,,,
-53.0079,115.7493,2017-11-06 06:27:00,2017,11,6,06:27:00,SO,HOAN,,,,,,,,,,18174669.5318811,26666.6,,17130.6620838427,3,1.0042411278065,0.914099667521447,3,1.0042411278065,0.914099667521447,,,,,
-53.3895,114.5126,2017-11-06 11:20:00,2017,11,6,11:20:00,SO,HOAN,,,,,,,,,,5766379.1510859,16666.6,,8738.15995263981,2,0.5004007599738,0.72192569487127,2,0.5004007599738,0.72192569487127,,,,,
-53.7386,113.3937,2017-11-06 16:15:00,2017,11,6,16:15:00,SO,HOAN,,,,,,,,,,23047397.782752,63333.2,,8330.05143287144,6,1.58678378332181,0.885600891511092,5,1.52295352718758,0.946264230152427,,,,,
-53.9646,112.6413,2017-11-06 19:33:00,2017,11,6,19:33:00,SO,HOAN,,,,,,,,,,27740802.2310066,43333.3,,15642.5207082531,4,1.2798538962414,0.923219434584944,3,0.955699466724624,0.869915143479102,,,,,
-55.126,107.5171,2017-11-07 16:41:00,2017,11,7,16:41:00,SO,HOAN,,,,,,,,,,137666106.332693,163333.2,,18793.0473205914,9,1.86742637546303,0.849902369892012,6,1.47642893161469,0.824010676081866,,,,,
-30.00063,153.5893,2018-05-14 23:25:08,2018,5,14,23:25:08,NEAC,BRSY,Temperate East,,,,,,,,,35731589.5609033,13333.3,,84037.7425943565,2,0.636511857779211,0.918292500685089,2,0.636511857779211,0.918292500685089,,,,,
-30.64089,153.36953,2018-05-15 03:04:21,2018,5,15,03:04:21,NEAC,BRSY,Temperate East,,,,,,,,,152429208.947452,26666.6,0.6000024000096,85094.8902722257,3,1.03971817150337,0.946392264339095,1,0,,2,0.693147180559945,1,,
-31.29479,153.22809,2018-05-15 06:43:33,2018,5,15,06:43:33,NEAC,BRSY,Temperate East,,,,,,,,,27551759.3717375,30000,,25429.0456185185,1,0,,1,0,,,,,,
-31.6206,153.15795,2018-05-15 08:33:09,2018,5,15,08:33:09,NEAC,BRSY,Temperate East,,,,,,,,,1887483.44212823,13333.3,,2248.2349205873,,,,,,,,,,,
-32.57416,152.80222,2018-05-15 14:01:58,2018,5,15,14:01:58,NEAC,BRSY,Temperate East,,,,,,,,,33160665.1729181,23333.1,0.833333333333333,21174.273587974,2,0.693147180559945,1,1,0,,1,0,,,
-55.4979,106.0603,2017-11-07 22:25:00,2017,11,7,22:25:00,SO,HOAN,,,,,,,,,,,116666.5,,19375.226054239,8,1.73133554516363,0.832596401707451,7,1.54017728495892,0.791494553695931,,,,,
-55.6949,105.4133,2017-11-08 01:06:00,2017,11,8,01:06:00,SO,HOAN,,,,,,,,,,99498005.0723324,36666.8,,103989.648860974,3,1.07899270436099,0.982141484753548,2,0.673012153563413,0.970951296403937,,,,,
-55.7072,105.1186,2017-11-08 02:30:00,2017,11,8,02:30:00,SO,HOAN,,,,,,,,,,59712794.2480334,29999.8,,71735.0706744527,4,1.24245057833705,0.89623864395824,3,0.950267902541195,0.864971120697404,,,,,
-55.9973,103.6247,2017-11-08 10:40:00,2017,11,8,10:40:00,SO,HOAN,,,,,,,,,,156648589.027,179999.9,,21886.2183113597,5,1.18124100405806,0.733946301955543,4,0.845685434360177,0.610033091151728,,,,,
-56.3281,103.6718,2017-11-08 12:22:00,2017,11,8,12:22:00,SO,HOAN,,,,,,,,,,188399933.320028,139999.9,,39030.8731392447,7,1.32581700871266,0.681335163063057,6,1.13343375037814,0.632581420577874,,,,,
-56.7441,103.747,2017-11-08 14:48:00,2017,11,8,14:48:00,SO,HOAN,,,,,,,,,,,126666.3,,27174.8272884648,7,1.43234959141749,0.736082080723436,5,1.02109132868529,0.634439713888062,,,,,
-56.8252,103.7612,2017-11-08 15:20:00,2017,11,8,15:20:00,SO,HOAN,,,,,,,,,,156066306.463637,159999.8,,28896.1011965024,6,1.47346416692633,0.822356009404066,5,1.21403322435006,0.754321254004741,,,,,
-57.1587,103.761,2017-11-08 17:33:00,2017,11,8,17:33:00,SO,HOAN,,,,,,,,,,,176666.5,,25691.2803307926,6,1.46120087095867,0.815511733607972,5,1.20445945326973,0.748372735577056,,,,,
-57.5751,103.7267,2017-11-08 20:13:00,2017,11,8,20:13:00,SO,HOAN,,,,,,,,,,152635525.228025,139999.8,,31953.5847158353,8,1.5086210092263,0.72549334953056,6,1.16671699654259,0.651157153948373,,,,,
-58.8685,103.0346,2017-11-09 03:28:00,2017,11,9,03:28:00,SO,HOAN,,,,,,,,,,37460334.5477167,53333.2,,17544.1889936626,4,1.23965838311985,0.894224500861717,3,0.916463452290643,0.834200984044796,,,,,
-37.6228,150.25185,2010-06-04 23:54:46,2010,6,4,23:54:46,SEAC,SYME,South-east,133.3336,96.0002,1.06618862729261,0.975000062499844,,18,1.61800819098893,0.559792416518295,21794412.5703993,34666.7,0.9615365754456,9374.41499254969,2,0.693147180559945,1,,,,2,0.693147180559945,1,,
-36.92543,150.49029,2009-07-27 15:19:56,2009,7,27,15:19:56,SEAC,SYME,South-east,16.9528,16.3249,1.44289245263371,0.954544138300491,,12,1.90615474653985,0.767093100540607,64126263.1743871,145820.6,,7439.66806311164,1,0,,,,,,,,,
-38.37143,149.42086,2010-06-05 02:48:18,2010,6,5,02:48:18,SEAC,SYME,South-east,52.6669,42.0001,1.36444577512911,0.901962341397992,,13,1.83103339662682,0.713867270439579,14825111.1147227,4666.7,0.714273469475218,36763.8203774735,2,0.693147180559945,1,,,,2,0.693147180559945,1,,
-37.88652,149.90851,2010-01-14 04:26:32,2010,1,14,04:26:32,SEAC,SYME,South-east,92.0002,26.0002,1.17833374358659,0.945943754586105,,7,1.09440350907541,0.562412149197491,58243723.6446024,19999.9,0.666668333341667,79595.3431156045,1,0,,1,0,,,,,,
-38.61612,148.56608,2010-01-14 08:42:43,2010,1,14,08:42:43,SEAC,SYME,South-east,84.0001,54.6668,1.19743881112485,0.987341171288174,,5,0.620169913665814,0.385333232723388,152335154.369133,18000.1,0.370370164610197,97588.4909096184,3,0.443771339671595,0.403938081021828,,,,3,0.443771339671595,0.403938081021828,,
-28.46977,153.81435,2009-07-25 09:57:09,2009,7,25,09:57:09,NEAC,BRSY,Temperate East,46.6668,42.6668,1.17742500023437,0.918363348608828,,12,1.53776983553814,0.618844106545948,171097479.139012,56666.4,0.866667466669867,52007.1920463327,4,1.38629436111989,1,1,0,,2,0.693147180559945,1,,
-28.34227,153.81389,2009-06-26 22:08:06,2009,6,26,22:08:06,NEAC,BRSY,Temperate East,2.6668,2.0001,1.30833333333333,0.5,,1,0,,19221190.7545969,23333.4,,21737.4611556169,,,,,,,,,,,
-30.40335,153.46916,2009-06-27 04:52:29,2009,6,27,04:52:29,NEAC,BRSY,Temperate East,56.0003,38.0003,1.67052865372116,0.720001919973121,,13,2.32218794280707,0.905354304969699,27639206.6951895,13333.2,0.5,22132.8537781211,,,,,,,,,,,
-34.43895,151.22525,2009-06-29 06:03:51,2009,6,29,06:03:51,SEAC,SYME,Temperate East,3.3334,2,0.766655,,,,,,157848.969660864,3333.3,,540.005400054,,,,,,,,,,,
-34.43805,151.23716,2009-08-24 06:35:23,2009,8,24,06:35:23,SEAC,SYME,Temperate East,2.0001,0.6667,1.33,,,1,0,,6427917594.7202,9999.9,,21870539.2982749,2,0.693147180559945,1,,,,2,0.693147180559945,1,,
-30.44675,153.47215,2009-07-25 15:21:38,2009,7,25,15:21:38,NEAC,BRSY,Temperate East,42.0004,40.6671,1.33609151408486,0.895829427132161,,18,2.18257511930604,0.755119168786333,3357128.52091139,10000,,6075.92232638889,,,,,,,,,,,
-30.77172,153.38249,2009-07-25 16:15:42,2009,7,25,16:15:42,NEAC,BRSY,Temperate East,30.0001,21.3334,1.17750342186431,0.789473268702435,,4,1.05492016798614,0.760964047443681,26209600.4858001,21333.4,0.967740374612299,15549.1856640031,2,0.693147180559945,1,,,,1,0,,,
-32.05843,152.97371,2009-07-25 19:52:01,2009,7,25,19:52:01,NEAC,BRSY,Temperate East,62.667,42.6668,1.16797415688917,0.895835026031087,,13,1.99342958440639,0.777180874393261,28605160.5519168,42000.1,0.978259806239341,9380.59502801448,2,0.693147180559945,1,,,,1,0,,,
-32.92269,152.38917,2009-07-25 22:34:16,2009,7,25,22:34:16,NEAC,BRSY,Temperate East,48.0005,34.667,0.810107294823522,0.937497656279296,,9,1.3319113734195,0.606178989238429,50918842.1895037,82000.1,0.991735127382179,9228.94148232069,2,0.693147180559945,1,,,,1,0,,,
-28.33542,153.7562,2010-08-10 10:40:01,2010,8,10,10:40:01,NEAC,BRSY,Temperate East,93.3337,80.0002,1.40449595063876,0.8604620335406,,23,2.06955906324206,0.660042379516487,5468147.66741099,20666.7,,5444.55762705759,,,,,,,,,,,
-38.7805,145.3131,2010-02-17 06:04:54,2010,2,17,06:04:54,SEAC,SYME,South-east,6.6667,2.0001,1.615,0.666666666666667,,2,0.693147180559945,1,25468412.7903693,7333.3,0.454542975195342,35949.9489770408,2,0.450574620598912,0.650041770688476,,,,2,0.450574620598912,0.650041770688476,,
-26.79619,153.34731,2010-08-10 04:50:44,2010,8,10,04:50:44,NEAC,BRSY,Temperate East,24.6669,17.3335,1.23839474284206,0.684213850380522,,7,1.67698777432242,0.861801237398628,151846709.533644,32666.7,0.744677387954668,238328.020988316,2,0.450574620598912,0.650041770688476,1,0,,1,0,,,
-35.7211,150.89623,2010-01-13 20:58:14,2010,1,13,20:58:14,SEAC,SYME,Temperate East,10.6667,10.6667,1.03233175,,,4,0.655975732336547,0.473186467992721,19650846.2111625,6000.1,0.624985937675779,36738.5374132653,3,1.09861228866811,1,,,,3,1.09861228866811,1,,
-36.04326,150.78886,2010-01-13 22:02:16,2010,1,13,22:02:16,SEAC,SYME,Temperate East,7.3334,5.3334,0.901249296883789,,,4,0.867563228481461,0.625814583693911,13708256.1902084,4666.7,,32088.8686509382,2,0.693147180559945,1,,,,2,0.693147180559945,1,,
-38.24622,140.69236,2011-01-03 05:29:34,2011,1,3,05:29:34,Bass Strait,MEAD,South-east,90.6668,16.6668,0.928398552811578,,,4,0.892117870818816,0.643527014059364,19712957631.648,53333.2,0.0666661333322667,12402857.7647905,4,1.19884873528472,0.864786562585636,,,,4,1.19884873528472,0.864786562585636,,
-38.38379,144.48667,2011-03-10 16:07:58,2011,3,10,16:07:58,Bass Strait,MEAD,South-east,11.3335,6.6667,1.07099179504102,,,2,0.636514168294813,0.918295834054489,88674322.7003554,13999.9,0.47618911563654,158517.535694303,2,0.450574620598912,0.650041770688476,,,,2,0.450574620598912,0.650041770688476,,
-34.08803,151.30111,2010-01-13 15:38:01,2010,1,13,15:38:01,SEAC,SYME,Temperate East,36.0001,11.3334,1.22853128805125,,,5,1.2945451658449,0.8043461359047,32424485.1605894,4000,,83775.7333333333,2,0.450574620598912,0.650041770688476,,,,2,0.450574620598912,0.650041770688476,,
