NRScode,Station,Latitude,Longitude,SampleDateLocal,StationDepth_m,Year,Month,Day,Time_24hr,ZoopAbundance_m3,CopeAbundance_m3,Biomass_mgm3,AvgTotalLengthCopepod_mm,HerbivoreCarnivoreCopepodRatio,NoCopepodSpecies_Sample,ShannonCopepodDiversity,CopepodEvenness,PhytoBiomassCarbon_pg_L,AbundancePhyto_cells_L,DiatomDinoflagellateRatio,AvgCellVol_um3,NoPhytoSpecies_Sample,ShannonPhytoDiversity,PhytoEvenness,NoDiatomSpecies_Sample,ShannonDiatomDiversity,DiatomEvenness,NoDinoSpecies_Sample,ShannonDinoDiversity,DinoflagellateEvenness,CTD_SST_C,CTDChlF_mgm3,Silicate_umol_L,Phosphate_umol_L,Ammonium_umol_L,Nitrate_umol_L,Nitrite_umol_L,Oxygen_umol_L,TCO2_umol_kg,TAlkalinity_umol_kg,Salinity_umol_L,Chla_mgm3
DAR20180731_0330,Darwin,-12.4,130.76805,2018-07-31 13:00:00,25,2018,7,31,13:00:00,,,207.90013,,,,,,,,,,,,,,,,,,,,,6.36666666666667,0.456666666666667,0.09,0.2,0.32,,1995.57666666667,2280.64,34.183,
NSI20181023,North Stradbroke,-27.345,153.562,2018-10-23 10:30:00,60,2018,10,23,10:30:00,2616.8759,1832.4563,15.18044,0.504519795514302,0.980891636456576,23,2.42834876287415,0.774470815649247,7348306.73441159,32347.07,0.736843747382872,6034.42723456496,16,2.27924853287125,0.822065138831699,14,2.22484123296791,0.843043918751194,2,0.693147180559945,1,24.04072,0.23788,0.814285714285714,0.165714285714286,0.255714285714286,1.52857142857143,0.21,,2037.622,2324.914,,
ROT20181024,Rottnest Island,-32,115.41667,2018-10-24 09:18:00,50,2018,10,24,09:18:00,3276.9888,1603.1315,13.39085,0.687857201195951,0.925925838648218,21,2.66401041971876,0.875017502485809,2374707.29180193,158622.44,0.0888883726737653,178.709881397764,6,1.53672246943722,0.857661140252987,4,1.12095039267358,0.808594786296358,2,0.636514168294813,0.918295834054489,19.4751,0.334722222222222,2.08333333333333,0.08,0.258333333333333,0.2,0.0416666666666667,231.116666666667,2054.7425,2344.1425,35.5963333333333,
MAI20181018,Maria Island,-42.59667,148.23333,2018-10-19 08:45:00,86,2018,10,19,08:45:00,2352.8305,881.7222,3.50331,0.941042783089731,,13,1.98481838086331,0.773823613744809,201129773.049943,665920.65,0.974378541675031,7467.62143822034,13,0.164995334625854,0.0643269365712332,12,0.163833112983267,0.0659312948425023,1,0,,13.25843,0.71334,0.755555555555556,0.317777777777778,0.466666666666667,1.95555555555556,0.207777777777778,274.8,2092.90666666667,2326.68166666667,35.2245555555556,
MAI20180627,Maria Island,-42.59667,148.23333,2018-06-28 09:00:00,86,2018,6,28,09:00:00,1098.6167,740.2697,7.0632,0.851185838549579,0.967032936299755,16,2.2455468066881,0.809909810523244,9349673.62192722,202998.18,0.505162675805005,577.226353772897,16,1.85678808998387,0.669694742350355,12,1.53490895792255,0.617692804698921,1,0,,13.61998,1.15019,0.733333333333333,0.323333333333333,0.0355555555555556,2.88888888888889,0.127777777777778,259.966666666667,2101.33,2328.865,35.3271111111111,
PHB20180626,Port Hacking,-34.11923,151.22667,2018-06-27 09:41:00,100,2018,6,27,09:41:00,,,,,,,,,7948344.36769574,305213.34,0.883623363126169,343.654137369184,9,1.11485884096484,0.507394124598963,7,0.990435670926101,0.508983249512795,1,0,,,,1.11,0.241,0.182,2.43,0.271,,2069.49666666667,2335.21833333333,35.6503,
ROT20180831,Rottnest Island,-32,115.41667,2018-08-31 10:07:00,50,2018,8,31,10:07:00,5705.2601,4777.9587,38.38869,0.700284292552248,0.957219271897054,27,2.47888922147431,0.752127402616125,10105548.207042,134119.17,0.499999604508289,3315.3272961217,9,1.22154828007322,0.555950580870595,7,1.06786372744023,0.548773399408318,1,0,,18.4146777777778,0.804033333333333,1.85,0.121666666666667,0.111666666666667,0.1,,228.566666666667,2043.495,2330.8775,35.4396666666667,
PHB20180905,Port Hacking,-34.11923,151.22667,2018-09-05 10:50:00,100,2018,9,5,10:50:00,2616.8749,968.9509,50.6825,0.564069112789926,0.994082867959256,19,2.260063054662,0.767570009313561,,1176923.09,0.996167286126701,2488.62678812748,5,1.29994252626911,0.807699704490673,4,1.1960208863072,0.86274670073751,1,0,,15.89385,4.01135,1.15,0.232,0.488,1.43,0.27,,2075.64166666667,2341.21,35.6285,
KAI20181204,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00,110,2018,12,4,15:39:00,4993.2804,2270.3158,10.77869,0.80384369916587,0.995260687008067,27,2.49988357524756,0.758497364063491,1159098.69814595,23248.72,,404.895180954023,4,1.38629436111989,1,,,,2,0.693147180559945,1,,,0.3125,0.14625,0.9625,0.05,0.0275,,2105.41833333333,2357.65166666667,35.764875,
KAI20190514,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00,110,2019,5,14,15:35:00,2722.9644,2475.4223,6.5245,0.591762118835917,0.980468790775626,18,1.99519386516948,0.690289703986637,,221753.94,0.86363457091648,1068.37667242365,15,1.5859981097932,0.585660527691723,9,1.17390206268534,0.534265852837175,2,0.636514168294813,0.918295834054489,18.2750777777778,0.213544444444444,0.4,0.085,0.15625,0.325,0.125,,2109.78,2371.84833333333,36.0505,
ROT20200128,Rottnest Island,-32,115.41667,2020-01-28 09:39:00,50,2020,1,28,09:39:00,4565.7801,3842.7994,9.95669,0.697385411682118,0.966887364199639,21,2.3751188759485,0.780128550382608,6306941.54804607,202549.05,0.672897855530474,391.405151800947,16,2.12624248526089,0.766879872303326,11,1.78713943672127,0.74529503310445,2,0.693147180559945,1,22.10177,0.34752,1.5,0.085,0.0583333333333333,0.166666666666667,0.0466666666666667,227.033333333333,2066.37,2357.07,35.9398333333333,
PHB20191118,Port Hacking,-34.11923,151.22667,2019-11-19 09:15:00,100,2019,11,19,09:15:00,3964.2122,1517.0802,7.86123,0.579267103948479,0.982832697199396,24,2.47444123524443,0.778602681809679,61189874.4865714,238648.01,0.779853694449829,7145.85529967109,9,0.531991662608406,0.242119839772301,7,0.523443093410244,0.268996538028419,2,0.693147180559945,1,,,1.36,0.356,0.044,3.89,0.226,,2085.61666666667,2334.60833333333,35.5599,
YON20200306,Yongala,-19.30847,147.61842,2020-03-06 10:25:00,28.9,2020,3,6,10:25:00,,,53.98325,,,,,,1653063.69264779,29813.84,0.652171780745778,1505.78032302645,9,1.95391260516369,0.889263949310313,9,1.95391260516369,0.889263949310313,,,,29.79053,0.17027,3.125,0.035,0.0575,0,0.0075,,,,,
YON20190808,Yongala,-19.30847,147.61842,2019-08-08 10:04:00,28.9,2019,8,8,10:04:00,4827.0743,4296.6265,16.7091,0.518396680664077,0.940298477225575,14,2.16027234754356,0.818577271248024,,99494.92,0.945288753799392,6995.62635240977,14,1.87240696165229,0.709498403327701,14,1.87240696165229,0.709498403327701,,,,22.09943,1.0319,0.5,0.0775,0,0.025,0.0075,,2004.4025,2304.8275,35.48525,
NSI20191024,North Stradbroke,-27.345,153.562,2019-10-24 10:20:00,60,2019,10,24,10:20:00,2610.4458,1600.9877,11.15547,0.679372452189634,0.98198190119428,15,2.48941163762132,0.919263474734737,67596231.3957439,264194.98,0.997685198465633,8229.15283252493,10,1.51202605191989,0.656664570842767,10,1.51202605191989,0.656664570842767,,,,23.3256,0.34962,1.21428571428571,0.334285714285714,,3.94285714285714,0.0328571428571429,,2061.064,2329.066,35.5445714285714,
ROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,50,2019,7,11,09:26:00,3421.0021,2667.6128,13.73013,0.709034983260526,0.971014554227588,25,2.95521209381226,0.918088256459308,13582258.8122268,181544.33,0.832728711545771,3266.43218228222,16,2.33634208197781,0.842657283872395,11,2.0198372981251,0.842337578724998,2,0.636514168294813,0.918295834054489,20.5375111111111,0.946844444444445,2.7,0.108333333333333,0.18,0.4,0.12,118.383333333333,2038.2525,2327.13,35.4196666666667,
MAI20200526,Maria Island,-42.59667,148.23333,2020-05-26 10:10:00,86,2020,5,26,10:10:00,,,8.75592,,,,,,13347929.1483793,311618.18,0.655526408745077,744.07164433215,16,1.83867257930118,0.663160952994084,16,1.83867257930118,0.663160952994084,,,,13.29081,0.1516,1.3,0.42,0.0155555555555556,4.11111111111111,0.565555555555556,256.611111111111,,,35.1153333333333,
PHB20200630,Port Hacking,-34.11923,151.22667,2020-07-01 09:18:00,100,2020,7,1,09:18:00,,,3.18948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20200106,Maria Island,-42.59667,148.23333,2020-01-07 09:45:00,86,2020,1,7,09:45:00,24641.0641,999.5994,64.62503,0.625778320795311,,8,1.192128474401,0.57329261270695,241685106.570726,292646.67,0.634792139384117,27327.3596359175,13,1.48443543690239,0.578738692280262,6,1.31394915019259,0.733328983470463,6,1.30526938399529,0.728484713719773,16.3675,0.12612,0.7125,0.2525,2.44,0.975,0.0875,,2082.715,2308.22166666667,35.0926666666667,
MAI20200223,Maria Island,-42.59667,148.23333,2020-02-24 10:30:00,86,2020,2,24,10:30:00,4076.1956,789.7773,8.65219,0.779062940709333,0.979310427543348,16,2.09295418948046,0.754873657492811,75144559.1871747,154030,0.74430273886682,14994.3290096855,17,2.22892641770712,0.786713228773672,13,2.13758716013875,0.833383767956441,4,1.30337454159297,0.940185993788555,17.6267,0.12657,1.2,0.295555555555556,0.0877777777777778,2.58888888888889,0.0888888888888889,,2088.51,2330.79666666667,35.4695,
ROT20181130,Rottnest Island,-32,115.41667,2018-11-30 09:33:00,50,2018,11,30,09:33:00,5170.8831,3583.4692,11.40266,0.825493247366447,0.965116217130408,16,1.98688977121493,0.716619004931197,3476527.97347121,71294.18,0.494120188153979,937.815915059324,14,2.53504181178408,0.960586109038282,9,2.10069353616262,0.95606682986833,5,1.49419493761884,0.928395513784702,18.6991555555556,0.190333333333333,0.75,0.05,0.0566666666666667,0,0.0116666666666667,242.433333333333,2069.1525,2355.1375,35.7868333333333,
ROT20190527,Rottnest Island,-32,115.41667,2019-05-27 09:28:00,50,2019,5,27,09:28:00,5108.0158,3442.0169,11.15118,0.683113479294912,0.919047617604865,33,2.72475506170004,0.779279041672441,,108118.78,0.844117778114445,1526.00691154178,30,2.57502005002793,0.75709221226365,19,2.23429070490692,0.758817119565317,3,1.03969451438463,0.946370730701635,21.14967,0.23983,2.51666666666667,0.12,0.31,0.316666666666667,0.0666666666666667,221.266666666667,2056.7,2344.4425,35.6845,
ROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,50,2019,6,21,09:15:00,1420.8146,1244.7844,3.76421,0.573841222298376,0.977777750285298,25,2.93309645189076,0.911217645996287,11142015.0044268,88877.87,0.90251576222269,4948.14365555238,20,2.16284376110489,0.721974984279551,15,1.88359942930085,0.695555580370777,1,0,,21.35284,0.41915,2.73333333333333,0.0983333333333333,0.171666666666667,0.433333333333333,0.135,218.95,2044.6375,2331.365,35.4981666666667,
MAI20190624,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00,86,2019,6,24,10:10:00,319.4474,258.1513,24.32986,0.968470145221039,0.987951530154648,15,2.24037164818686,0.827300633967199,10555542.9911954,466329.64,0.472968421727904,222.413012250255,12,2.17014762499306,0.873331650176158,5,1.48976190754834,0.925641117335949,3,0.53598350125994,0.487873207671593,13.50225,0.15984,0.9,0.353333333333333,0.0144444444444444,2.93333333333333,0.123333333333333,258.7,2105.77333333333,2330.51666666667,35.3665555555556,
MAI20200628,Maria Island,-42.59667,148.23333,2020-06-29 09:45:00,86,2020,6,29,09:45:00,,,1.33908,,,,,,6637230.56953108,333178.57,0.137814097336671,179.114913821874,11,2.11485799107732,0.881964285541653,5,1.40045261418617,0.870150133389204,3,0.735621939758795,0.669591945535779,13.10629,0.21245,1.37777777777778,0.392222222222222,,3.68888888888889,0.183333333333333,261.3,,,35.2172222222222,
PHB20200609,Port Hacking,-34.11923,151.22667,2020-06-10 09:32:00,100,2020,6,10,09:32:00,,,4.45222,,,,,,11902102.0390721,174542.3,0.26002482370317,1253.61525844513,18,1.8767303866784,0.649304153194616,13,1.55864065316816,0.607669172349941,,,,,,1.83,0.306,0.522,3.1,0.292,,,,35.5464444444445,
PHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00,100,2019,5,23,08:50:00,1736.0101,1303.7934,8.25498,0.610907625815703,0.994594648581035,31,3.00048528204423,0.873761346031016,16579582.1574898,237140,0.964310226492793,1495.35924589395,14,1.74947426369477,0.662916354283906,12,1.73778939196826,0.699337897508755,2,0.693147180559945,1,23.0656444444444,,1.55,0.308,0.167,3.38,0.172,,,,35.4399,
PHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00,100,2019,6,27,09:38:00,1135.1579,972.4873,1.57366,0.715937381579354,0.958579908389283,27,2.70970581477089,0.822160175074434,4461131.83718126,157489.15,0.4424491015424,306.243947329522,8,1.60622930682871,0.772433018497435,5,1.25088300507618,0.777217310100737,,,,19.3138444444444,0.4816,2.03,0.427,0.451,4.85,0.171,,2085.57,2329.97333333333,35.5026,
KAI20190320,Kangaroo Island,-35.83217,136.44733,2019-03-20 13:40:00,110,2019,3,20,13:40:00,5092.297,2524.9308,12.09774,0.595840360456611,0.98872186086266,22,1.52665709087198,0.493897160556084,11954895.5847092,355833.31,0.32683521982859,343.467093245465,21,1.88351385091467,0.618656583895335,11,1.47019351655682,0.613118318066112,6,1.4844145345204,0.828467525922959,19.3374,0.0366555555555556,0.4875,0.18,0.6475,0.9875,0.1025,,2118.22666666667,2354.29833333333,35.7815714285714,
YON20190124,Yongala,-19.30847,147.61842,2019-01-24 11:12:00,28.9,2019,1,24,11:12:00,3083.6689,2751.2551,8.04865,0.632830599687049,0.962733095985401,15,2.14368328976556,0.79159658446991,22901295.1583795,189059.81,0.671244605989124,3563.840238081,17,2.23320220318059,0.788222393440865,11,1.92561769970224,0.80304495427568,3,0.84866635110151,0.772489403090858,28.13153,1.4095,6.875,0.0675,0.0225,0.025,0.03,,1967.2825,2289.8725,35.033,
PHB20200812,Port Hacking,-34.11923,151.22667,2020-08-13 09:55:00,100,2020,8,13,09:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20191216,Port Hacking,-34.11923,151.22667,2019-12-17 09:02:00,100,2019,12,17,09:02:00,3309.993,1032.6045,4.95791,0.634065582082741,0.977653733661548,26,2.82212787214309,0.866189150385598,13215610.5465596,139253.99,0.769668300217763,1369.38709235393,13,1.76911297352529,0.6897262779785,9,1.71651028189985,0.781217495746767,4,1.1535636532715,0.832120280962273,,,1.76,0.381,0.263,3.93,0.172,,2090.08333333333,2332.58666666667,35.5839,
NSI20200817,North Stradbroke,-27.345,153.562,2020-08-18 09:50:00,60,2020,8,18,09:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROT20200520,Rottnest Island,-32,115.41667,2020-05-20 09:22:00,50,2020,5,20,09:22:00,,,18.64523,,,,,,,,,,,,,,,,,,,21.90374,0.74695,2.24,0.078,0.058,0.48,0.068,,,,35.7908333333333,
ROT20200605,Rottnest Island,-32,115.41667,2020-06-05 09:13:00,50,2020,6,5,09:13:00,,,16.44387,,,,,,,,,,,,,,,,,,,21.69303,0.89243,2.26,0.08,0.064,0.7,0.2,,,,35.6731666666667,
YON20180817,Yongala,-19.30847,147.61842,2018-08-17 10:23:00,28.9,2018,8,17,10:23:00,5039.2535,3713.134,21.81908,0.510576940792504,0.981981972801559,10,1.51426293922605,0.657636038656471,35590625.854202,260148.07,0.773333569905181,2902.52938681003,16,1.50127503325268,0.541470511371013,14,1.46489712959676,0.555083481195281,,,,22.98493,0.95185,1.35,0.0775,0.2475,0.175,0.0225,,1996.22,2312.5825,35.45175,
ROT20200710,Rottnest Island,-32,115.41667,2020-07-10 10:25:00,50,2020,7,10,10:25:00,,,,,,,,,,,,,,,,,,,,,,21.24465,0.45931,2.56,0.092,0.1,0.62,0.196,,,,35.4701666666667,
ROT20200730,Rottnest Island,-32,115.41667,2020-07-30 09:27:00,50,2020,7,30,09:27:00,,,,,,,,,,,,,,,,,,,,,,20.78329,0.688533333333333,1.76,0.074,0.112,0.3,0.086,,,,35.5223333333333,
KAI20180820,Kangaroo Island,-35.83217,136.44733,2018-08-21 08:00:00,110,2018,8,21,08:00:00,2829.054,2623.9476,21.02694,0.746032607419818,0.979674837401458,25,2.27136280905904,0.705638531163917,7048744.69698706,93848.05,0.504630132458149,1368.02332329583,14,0.979330109217606,0.371090880909503,7,0.613372538665323,0.315211130875235,5,1.56071040904141,0.969723899868247,15.01807,0.20415,0.7375,0.13875,0.0675,0.125,0.09125,,2117.67833333333,2372.89333333333,36.09,
ROT20180727,Rottnest Island,-32,115.41667,2018-07-27 09:33:00,50,2018,7,27,09:33:00,6852.5993,5689.5433,18.29455,0.586034002400754,0.980263165054807,24,2.73363780277307,0.860160950286288,29056835.2164504,327462.85,0.901709759930073,2235.43646171154,23,2.05456828740104,0.655261386534628,18,1.87884212014948,0.65003476283516,2,0.693147180559945,1,19.63277,0.67501,1.7,0.128333333333333,0.158333333333333,0.1,,227.783333333333,2036.215,2332.7275,35.3838333333333,
ROT20180921,Rottnest Island,-32,115.41667,2018-09-21 09:27:00,50,2018,9,21,09:27:00,999.5996,792.1355,4.99799,0.625190685688527,0.990566023579239,16,1.77065241987338,0.638627866322341,13977566.4047453,258399.02,0.430267369757689,2378.0401050294,15,1.90685067860939,0.704141554626009,8,1.34140890134063,0.645081323256148,5,0.789267973418078,0.490399764613719,17.8857,0.4855625,1.63333333333333,0.108333333333333,0.166666666666667,0.366666666666667,0.0583333333333333,239.45,2063.38,2343.455,35.5781666666667,
KAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16 08:15:00,110,2018,5,16,08:15:00,1340.264,1209.4205,4.44161,0.654112265945115,0.956081103996284,25,1.94793922387038,0.605161345094801,4900847.87346643,45201.99,0.186914902081972,1944.06623692929,13,2.16214451864839,0.842957975898679,9,1.81408348946111,0.825624976241797,3,1.09861228866811,1,18.5220666666667,1.36263333333333,0.525,0.0925,0.085,0.45,0.20375,,2108.26166666667,2370.235,36.04675,
MAI20190925,Maria Island,-42.59667,148.23333,2019-09-25 10:03:00,86,2019,9,25,10:03:00,1810.5951,556.3809,9.08597,0.718728917545516,,8,1.43021888140901,0.687789895864848,109466667.647212,883470.08,0.960365049414819,2546.55302603919,11,1.78127544487299,0.742849558560671,9,1.77960110769715,0.809931367987261,2,0.693147180559945,1,11.78836,0.98848,0.366666666666667,0.402222222222222,0.46,3.15555555555556,0.206666666666667,287.566666666667,2094.74833333333,2317.53166666667,35.1164444444445,
YON20190507,Yongala,-19.30847,147.61842,2019-05-07 11:30:00,28.9,2019,5,7,11:30:00,5848.5255,4910.0413,36.64169,0.484710949776489,0.968586399728327,14,1.97251672537271,0.747432313514869,107281588.712228,218267.55,0.96333928053086,13555.7518771295,28,2.74279910932901,0.823118479359118,25,2.68660975322871,0.834642247604787,1,0,,26.0738,2.32221666666667,0.525,0.06,0.0175,0,0.025,,1966.855,2275.115,34.92075,
NSI20190723,North Stradbroke,-27.345,153.562,2019-07-23 10:20:00,60,2019,7,23,10:20:00,1748.8707,1324.5124,12.10063,0.660754031618641,0.95522368311095,32,2.77795943184113,0.801549659221584,13256670.2871086,285406.21,0.929797159372646,990.21520384604,10,1.56785880892328,0.680912429118785,10,1.56785880892328,0.680912429118785,,,,20.5251,0.25215,1.42857142857143,0.218571428571429,0.165714285714286,2.04285714285714,0.0885714285714286,,2047.222,2325.862,35.4968571428572,
DAR20190722_2130,Darwin,-12.4,130.76805,2019-07-23 07:00:00,25,2019,7,23,07:00:00,,,52.76691,,,,,,,,,,,,,,,,,,,,,6.13333333333333,0.25,0.0566666666666667,0.166666666666667,0.103333333333333,,2028.77333333333,2319.42666666667,35.234,
YON20190528,Yongala,-19.30847,147.61842,2019-05-28 10:25:00,28.9,2019,5,28,10:25:00,4102.1291,3592.8993,23.97623,0.625702821829104,0.952380956961127,19,2.16140146989626,0.734062239085065,79013371.9701287,177205.37,0.989189197867058,13480.1665428805,27,2.73511462931178,0.829869541640168,23,2.64672210162133,0.844116403779435,,,,24.73454,2.06861,0.9,0.055,0.03,0,0.01,,1976.2,2279.645,35.081,
NSI20200528,North Stradbroke,-27.345,153.562,2020-05-28 11:00:00,60,2020,5,28,11:00:00,,,8.07566,,,,,,45302998.9294817,25095,0.598125689084895,60945.0774760022,20,2.32720099652587,0.776838777306687,18,2.28218024615564,0.789580177678178,1,0,,,,0.585714285714286,0.09,,0.628571428571429,0.0357142857142857,,,,,
YON20181123,Yongala,-19.30847,147.61842,2018-11-23 10:05:00,28.9,2018,11,23,10:05:00,6761.44,4328.4531,18.65761,0.483654515213482,0.993975891556594,15,1.45674058370909,0.537929682070215,,197803.04,0.0953005749238889,535.910822925129,9,1.2486521869258,0.568286100476624,7,1.06188101082443,0.545698891256589,1,0,,27.36038,1.45546,1.45,0.1,0.095,0,0.0125,,1999.185,2318.0225,35.482,
YON20190213,Yongala,-19.30847,147.61842,2019-02-13 10:26:00,28.9,2019,2,13,10:26:00,7313.1061,5134.734,15.33347,1.13157819372151,0.96256684977174,19,2.11317892840302,0.717684741764033,56367103.1375105,411633.55,0.952010778487764,3061.38003891434,13,1.50675318118117,0.587439739033429,11,1.47186691847568,0.613816180870151,2,0.241663446709821,0.348646656132393,27.44337,,7.8,0.1675,0.3775,0.15,0.0675,,1887.185,2182.8125,33.17525,
PHB20181218,Port Hacking,-34.11923,151.22667,2018-12-19 09:40:00,100,2018,12,19,09:40:00,2353.6151,679.7581,9.88754,0.640322974640792,0.934782909383839,20,2.47580970309259,0.826445582253386,163188704.624544,525565.56,0.955377527541909,5705.52218025856,9,0.708805000010407,0.322591057519354,5,0.643448302180675,0.399796908727923,4,1.12022529101401,0.808071736012155,20.90632,3.56607,2.5,0.516,0.203,6.35,0.268,,2097.55333333333,2328.43666666667,35.4458,
PHB20190827,Port Hacking,-34.11923,151.22667,2019-08-28 09:59:00,100,2019,8,28,09:59:00,2005.0917,1174.057,16.61715,0.646421871738192,0.989637349730875,41,2.92837442259604,0.788560009068274,10863999.5449493,332370.2,0.173088583279229,298.888367954621,8,1.84503462687599,0.887274102154137,3,0.964948067309237,0.878333582522621,5,1.39951011614965,0.869564526433357,,,1.84,0.539,1.334,4.48,0.268,,2092.415,2330.39333333333,35.5236,
PHB20190923,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00,100,2019,9,24,09:36:00,3979.5353,473.8658,15.64467,0.604476876153544,0.976744239574514,18,2.42840498597118,0.840170465732326,,281521.61,0.740308766152056,494.29751396353,12,1.64761938969811,0.663050819168068,6,1.26160818347687,0.704116933742456,3,0.683800881483386,0.622422385528186,,,2.09,0.43,0.448,4.8,0.211,,2095.535,2324.14666666667,35.4069,
NSI20190916,North Stradbroke,-27.345,153.562,2019-09-16 10:20:00,60,2019,9,16,10:20:00,3240.5539,2340.4001,8.55788,0.564150554941647,0.964705727362169,29,2.96047031692379,0.87918331693942,,375000.01,0.895039475554315,2305.88703771916,21,2.3206238593659,0.762229185967562,19,2.27890983287798,0.773970813795954,,,,20.4841,0.23261,1.25714285714286,0.248571428571429,,2.21428571428571,0.0642857142857143,,2061.508,2333.994,35.6465714285714,
YON20180927,Yongala,-19.30847,147.61842,2018-09-27 10:52:00,28.9,2018,9,27,10:52:00,4632.5759,3897.022,11.86434,0.574750467380848,0.967971636254477,26,2.43914491021053,0.748641079767308,12409348.9755051,33386.58,0.384850215805853,13967.1975629055,16,2.2509362386753,0.811853637223527,12,2.11360154566344,0.850575833842193,2,0.598305864865266,0.863172904175902,24.19105,0.630614285714286,0.65,0.0675,0.0975,0,0.015,,1998.3425,2317,35.42225,
MAI20190731,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00,86,2019,7,31,10:20:00,264.988,146.1676,8.99167,1.00451500537739,,19,2.46346381327783,0.836649640460616,17576381.3686531,238038.08,0.892806370584148,1746.58445683014,13,1.35041218559723,0.526486880401294,10,1.24704134134765,0.541583173252515,1,0,,12.70482,0.11234,1.04444444444444,0.307777777777778,0.0233333333333333,2.85555555555556,0.125555555555556,263.044444444444,2108.96333333333,2327.80166666667,35.309,
MAI20190828,Maria Island,-42.59667,148.23333,2019-08-29 09:20:00,86,2019,8,29,09:20:00,68.8153,34.4076,4.80939,0.930339770310255,0.989129229535743,18,2.37765097167539,0.822610781876039,60057907.5878153,205000.48,0.876401785311931,12542.8463272644,11,1.70911405129392,0.712755920027886,8,1.61856159425644,0.778363595135701,2,0.693147180559945,1,11.93651,0.13406,1.34444444444444,0.363333333333333,0.0333333333333333,4.53333333333333,0.13,270.733333333333,2107.235,2317.63666666667,35.1724444444444,
PHB20180927,Port Hacking,-34.11923,151.22667,2018-09-27 10:43:00,100,2018,9,27,10:43:00,4286.0164,1315.5099,12.41601,0.600698773912686,,12,1.83757687380152,0.739495334345173,41900306.0075694,108895,0.339224629418472,12347.1982123961,9,0.834498037586066,0.379796424176977,5,0.618146526163973,0.384076031382343,3,1.01716435092483,0.92586289213821,17.58772,2.13294,1.93,0.378,0.474,3.8,0.298,,2089.56833333333,2337.065,35.5894,
MAI20180919,Maria Island,-42.59667,148.23333,2018-09-20 09:50:00,86,2018,9,20,09:50:00,1225.9241,730.8394,12.25923,0.880967736550602,0.989473670110702,14,2.04608934492925,0.775310684602501,,365392.28,0.960468502089586,1908.92201365051,12,1.57809027705413,0.635070245873729,10,1.53539939884743,0.666815486437009,1,0,,12.22583,3.3477,0.588888888888889,0.375555555555556,0.194444444444444,3.11111111111111,0.226666666666667,271,2100.12,2323.65166666667,35.1938888888889,
PHB20190121,Port Hacking,-34.11923,151.22667,2019-01-22 09:43:00,100,2019,1,22,09:43:00,2581.5113,1566.5883,9.94412,0.510023019022047,0.978991691491121,31,2.87599189536601,0.837508040685085,,275416.57,0.844327929966485,6183.92311204568,14,1.63289485638262,0.61874171434566,6,1.36059012511692,0.759359807208442,8,1.76295514935348,0.847802217093977,21.60416,0.4521,1.32,0.369,0.27,3.8,0.169,,2082.05333333333,2327.03833333333,35.4206,
ROT20200814,Rottnest Island,-32,115.41667,2020-08-14 09:21:00,50,2020,8,14,09:21:00,,,,,,,,,,,,,,,,,,,,,,20.0772,0.42016,,,,,,,,,,
ROT20200825,Rottnest Island,-32,115.41667,2020-08-25 10:40:00,50,2020,8,25,10:40:00,,,,,,,,,,,,,,,,,,,,,,19.0998714285714,0.203342857142857,1.92,0.056,0.02,0.06,0.022,,,,35.571,
MAI20200909,Maria Island,-42.59667,148.23333,2020-09-10 09:00:00,86,2020,9,10,09:00:00,,,,,,,,,,,,,,,,,,,,,,,,1.4875,0.42,0.09625,3.825,0.3175,268.5,,,35.2545555555556,
ROT20181211,Rottnest Island,-32,115.41667,2018-12-11 09:24:00,50,2018,12,11,09:24:00,4212.1481,2781.9038,15.15115,0.707685712455378,0.980952345172058,19,2.18806474786471,0.74311770878816,1305879.94951352,55484.68,0.103703101452726,397.500571018534,3,1.06708951878208,0.971306738317807,3,1.06708951878208,0.971306738317807,,,,19.2761777777778,0.118044444444444,1.83333333333333,0.108333333333333,0.0966666666666667,0.216666666666667,0.0766666666666667,235.75,2074.9175,2359.4,35.8266666666667,
DAR20200204_0330,Darwin,-12.4,130.76805,2020-02-04 13:00:00,25,2020,2,4,13:00:00,,,59.0357,,,,,,,,,,,,,,,,,,,30.4346,0.770833333333333,5,0.31,0.13,0.933333333333333,0.41,,1964.95333333333,2254.48666666667,34.3886666666667,
