NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acanthostomella,Actiniscus,Actinocyclus,Actinoptychus,Akashiwo,Alexandrium,Amphidinium,Amphiprora,Amphisolenia,Amphora,Amphorides,Anabaena,Ascampbelliella,Asterionellopsis,Asteromphalus,Attheya,Bacillaria,Bacteriastrum,Bellerochea,Biddulphia,Brachidinium,Calciosolenia,Campylodiscus,Cerataulina,Ceratocorys,Ceratoperidinium,Chaetoceros,Chaetoceros (Hyalochaete),Chaetoceros (Phaeoceros),Chamaesiphon,Cladopyxis,Climacocylis,Climacodium,Cocconeis,Cochlodinium,Codonella,Codonellopsis,Corethron,Coscinodiscus,Cyclotella,Cylindrotheca,Cymatocylis,Cymatosira,Cymbella,Cyttarocylis,Dactyliosolen,Dactyliosolen cf.,Dadayiella,Detonula,Dictyocha,Dictyocysta,Dinophysis,Diploneis,Ditylum,Entomoneis,Ephemera,Epiplocylis,Epiplocyloides,Eucampia,Euglena,Eutintinnus,Eutreptiella,Favella,Fragilaria,Fragilariopsis,Goniodoma,Gonyaulax,Gossleriella,Grammatophora,Guinardia,Gymnodinium,Gyrodinium,Gyrosigma,Haslea,Helicostomella,Helicotheca,Hemiaulus,Hemidiscus,Heterocapsa,Heterosigma,Heterosigma cf.,Karenia,Kofoidinium,Laboea,Lauderia,Leptocylindrus,Licmophora,Lingulodinium,Lioloma cf.,Lithodesmium,Lyrella,Manguinea,Mastogloia,Melosira,Membraneis,Mesodinium,Mesoporos,Meuniera,Navicula,Neostreptotheca,Nitzschia,Noctiluca,Nodularia,Octactis,Odontella,Ormosella,Ornithocercus,Oxytoxum,Palmerina,Paralia,Parundella,Peridinium,Phaeocystis,Phalacroma,Planktoniella,Pleurosigma,Podolampas,Porosira,Proboscia,Pronoctiluca,Prorocentrum,Protoperidinium,Protorhabdonella,Pseudo-nitzschia,Pseudosolenia,Pterosperma,Pyrocystis,Pyrophacus,Pyrophacus cf.,Rhabdonella,Rhabdonema,Rhaphoneis,Rhizosolenia,Rotalia,Salpingella,Scrippsiella,Skeletonema,Steenstrupiella,Stephanopyxis,Striatella,Strombidium,Surirella,Synedra,Thalassionema,Thalassiosira,Thalassiothrix,Tintinnidium,Tintinnopsis,Toxarium,Triadinium,Triceratium,Trichodesmium,Trigonium,Tripos,Tripos (Amphiceratium),Tripos (Ceratium),Tripos (gametes),Tripos (Tripoceratium),Tryblionella,Undella,Vorticella,Xystonella,Xystonellopsis
ROT20150128,Rottnest Island,-32,115.41667,2015-01-28 10:15:00,2015,1,28,10:15:00,0,0,0,0,0,0,0,0,0,1832594.16666667,0,0,0,0,0,0,0,153937.91,0,0,0,0,1615562.6575,1038688.19375,0,0,0,0,0,0,0,0,0,116160.29025,0,0,0,0,0,0,335000,0,0,0,0,0,0,0,0,0,0,0,692720.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e+05,0,0,196349.375,0,0,0,0,32731048.11375,0,0,0,0,0,0,477541.3149375,0,957571.358203125,3959433.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181.7370833333,0,0,142500,0,0,0,0,0,0,0,0,21205732.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20150121,Port Hacking,-34.11923,151.22667,2015-01-22 09:48:00,2015,1,22,09:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123722397.915503,0,0,43267757.3050437,0,2455737.57677275,0,0,0,0,0,0,0,0,0,0,0,670016.750418761,0,0,0,0,140327861.529872,0,0,0,1522654.74750295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226214359.780383,0,0,0,2192622.83640424,0,0,0,0,0,0,0,0,0,0,0,344104746.388191,0,0,3489670.57509771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49407101.2469756,0,11974644.1838824,57478292.0826354,0,1414479.80643961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631147.40368509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20150119,Yongala,-19.30847,147.61842,2015-01-19 11:25:00,2015,1,19,11:25:00,0,0,0,0,0,0,0,0,0,1908952.25694444,0,0,0,0,0,0,0,160351.989583333,0,0,0,0,0,0,0,0,19634.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,83333.3333333333,0,0,0,0,0,0,0,0,106526.353624132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431714.19270833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634524.652777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552232.6171875,0,0,0,0,0,0,0,625000,149989.105902778,0,0,27270.7465277778,106628.618923611,0,0,78125,0,0,0,0,0,6817686.63194444,4296875,0,68223226.5885417,0,0,122718.359375,0,231937.69921875,0,0,0,0,0,577500,0,0,0,306795.8984375,0,0,0,14313869.4375,0,0,0,1840775.390625,0,0,0,0,0,0,0
NSI20150119,North Stradbroke,-27.345,153.562,2015-01-19 10:35:00,2015,1,19,10:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307875.82,0,0,0,0,0,0,0,0,785397.5,0,0,0,0,0,50811291.2625,0,0,0,0,0,0,0,220000,0,0,0,0,43982260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3583768.7925,0,10367247,0,0,0,0,4329503.71875,0,0,0,0,0,0,0,0,1364382.71953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353428.875,0,0,0,0,0,0,0,0,0,0,39819653.25,52359.8333333333,0,3860385.792,0,2290000,0,0,0,0,0,0,0,0,0,0,0,235619.25,0,0,0,0,0,0,0,0,9228420.625,0,0,0,0,0,0,0,0,0,0,287979.083333333,0,1340411.73333333,0,0,0,0,8017599.47916667
NSI20141223,North Stradbroke,-27.345,153.562,2014-12-23 10:35:00,2014,12,23,10:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6597.339,0,0,0,0,0,11855967.96125,0,0,0,0,0,0,0,10500,0,0,0,0,0,0,0,0,214757.12890625,0,0,0,0,0,0,494800.425,0,0,0,0,0,0,0,0,0,5463.90241534375,0,0,439822.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0,6597339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71654.4319166667,1351135.0272,0,42000,0,0,0,0,0,0,0,0,27488912.5,0,0,0,0,0,0,0,0,0,0,9450,0,0,0,0,0,0,0,0,0,2100000,0,201585.358333333,0,0,0,0,0,0,0
MAI20141208,Maria Island,-42.59667,148.23333,2014-12-09 10:05:00,2014,12,9,10:05:00,0,0,0,0,0,120637.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477541.3149375,0,0,0,0,0,0,0,0,0,0,0,381703.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659152.21875,0,255908.685416667,3860385.792,0,0,0,0,0,0,0,0,0,0,0,0,0,750447.31125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20141209,Yongala,-19.30847,147.61842,2014-12-09 10:04:00,2014,12,9,10:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985202.624,0,0,0,0,0,1661901.11,0,0,0,125663.6,376990.8,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,753981.6,0,52359.8333333333,0,0,0,0,0,0,0,0,0,0,753981.6,0,0,0,0,0,0,0,0,0,0,67858344,0,0,0,235619.25,0,0,25018680.283,0,0,0,0,0,0,0,0,1276761.8109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654643.55,0,40945.3896666667,0,0,432000,115811573.76,0,0,0,0,2617991.66666667,0,0,56950743.52,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,572554.7775,0,0,0,1183332.23333333,0,3441088.24666667,0,0,0,0,0
PHB20141208,Port Hacking,-34.11923,151.22667,2014-12-09 09:51:00,2014,12,9,09:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396262.22222222,0,0,0,0,0,18842416.2131519,0,0,145325251.70068,0,0,0,0,0,0,0,0,0,0,0,0,0,317460.317460318,0,0,0,0,28495147.3922903,0,0,0,0,0,0,0,0,0,0,0,0,14826381.377551,0,0,0,0,0,0,0,0,0,0,115405346.938776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169848887.92517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5342840136.05442,0,0,0,0,0,0,0,0,0,0,0,0,0,1360544.21768707,0,0,180587996.598639,0,0,70029674.2312925,0,2857142.85714286,0,0,0,0,0,0,0,0,0,0,0,2137136.05442177,0,0,104155700.207861,0,0,0,0,0,8014260.20408163,0,0,2671420.06802721,0,0,0,0,0,0,0,12179894.5634921,0,0,0,0,0,0,0
KAI20141201,Kangaroo Island,-35.83217,136.44733,2014-12-02 06:05:00,2014,12,2,06:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25405645.63125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7805.5748790625,0,0,0,0,0,0,0,0,0,7013796.024375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848229.3,0,0,0,0,0,0,0,251981.697916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14137155,143989.541666667,0,4869464.5,0,0,0,0,0
MAI20141127,Maria Island,-42.59667,148.23333,2014-11-28 09:30:00,2014,11,28,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59362325.6067961,0,0,0,0,0,0,0,0,0,0,0,1390897.03379854,0,103297.881143811,0,0,0,0,0,0,0,0,0,555878.424757282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6862696.60194175,0,0,0,0,0,0,0,0
YON20141120,Yongala,-19.30847,147.61842,2014-11-21 08:48:00,2014,11,21,08:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770882.38,0,0,0,0,0,0,0,0,37699.08,706857.75,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,0,65449.7916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2827431,0,0,0,4241146.5,0,0,0,589048.125,0,0,1256636,0,0,0,0,0,0,0,0,2356192.5,0,0,0,0,0,0,0,0,0,95425.79625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3860385.792,6544979.16666667,20000,241274112,0,0,8837318.84991667,0,0,0,0,80801694.8,0,0,117809.625,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,12410124.8023125,0,0,0,1335175.75,0,0,0,0,0,0,0
ROT20141119,Rottnest Island,-32,115.41667,2014-11-19 10:16:00,2014,11,19,10:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8370683.88157895,165346.842105263,781263.828947369,0,0,0,106971139.5,0,0,0,0,0,0,0,26315.7894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212367.350328947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759562.055921053,0,0,0,0,198181.087482189,0,0,0,1576091.26603618,641203.859649123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2976.24315789474,0,0,157894.736842105,0,0,0,0,0,2031781.99578947,0,5263.15789473684,0,0,0,0,0,0,0,0,0,0,744060.789473684,0,0,0,0,0,0,0,0,14210.5263157895,0,0,0,0,0,0,0,301344.619736842,0,0,0,1005859.95614035,0,0,0,0,0,0,0
PHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00,2014,11,13,09:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199827788.777555,0,0,1964280.72144289,0,0,0,0,0,0,0,0,0,0,0,0,0,280561.122244489,0,0,0,0,100732344.689379,0,0,0,0,0,0,0,0,0,0,0,0,354137.149298597,0,0,0,0,0,0,0,0,0,0,7979890.43086172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177399102.655311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311619071.47629,0,0,0,0,0,1180457.16432866,0,0,0,0,0,0,0,0,0,0,39899452.1543086,0,0,0,0,360721.442885772,0,0,0,0,0,0,0,0,5036617.23446894,0,0,0,0,0,0,0,0,0,0,0,7869714.42885772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20141107,North Stradbroke,-27.345,153.562,2014-11-07 10:35:00,2014,11,7,10:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33874194.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44178.609375,0,0,0,0,0,0,0,0,0,0,12566360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147262.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,1930192.896,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0
MAI20141029,Maria Island,-42.59667,148.23333,2014-10-30 09:27:00,2014,10,30,09:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361719.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22024141.2386719,0,0,0,0,0,0,0,0,0,381703.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20141029,Kangaroo Island,-35.83217,136.44733,2014-10-29 11:00:00,2014,10,29,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42342742.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120573.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88357.21875,0,0,0,0,0,0,0,0,0,0,0,0,343611.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7068577.5,143989.541666667,0,3926987.5,0,0,0,0,0
PHB20141021,Port Hacking,-34.11923,151.22667,2014-10-22 09:30:00,2014,10,22,09:30:00,0,0,0,0,0,4041541.12981981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27446686.827957,0,0,0,0,3800310.48387097,56912288.6004704,0,0,0,0,0,22801862.9032258,0,201612.903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7719380.6703629,0,2375194.05241935,2169343.90120968,0,0,0,0,0,0,0,90859089.8185484,0,5278209.00537634,0,0,0,0,0,0,0,0,0,253053.807940967,0,0,0,8151369.08864667,0,0,0,0,0,0,0,0,0,128260.478830645,0,6333850.80645161,0,0,0,1979328377.01613,0,962173.516605063,0,0,0,0,0,0,0,0,0,0,0,201612.903225806,0,0,17840346.438172,0,687926.573700717,7783035.87096774,0,1532258.06451613,0,0,0,0,0,0,0,0,93403186.5591398,0,0,316692.540322581,0,897823.351814516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500776.20967742,387068.660394265,0,0,0,0,0,0,0
NSI20141020,North Stradbroke,-27.345,153.562,2014-10-20 10:45:00,2014,10,20,10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63514114.078125,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4241146.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117809.625,0,0,0,0,0,0,0,0,0,0,0,0,153545.21125,965096.448,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982470.91709375,0,0,7068577.5,0,0,0,0,0,0,0,0
YON20141014,Yongala,-19.30847,147.61842,2014-10-14 12:02:00,2014,10,14,12:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6157516.4,0,0,0,0,0,0,0,0,5301433.125,1308995.83333333,5654862,0,0,22619448,0,0,0,0,0,0,27143337.6,0,0,0,0,0,0,0,0,0,0,818122.395833333,0,0,2770882.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93305223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19909826.625,0,614180.845,0,0,250000,579057868.8,0,376990.8,0,0,0,0,0,338537738.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22329636.3225,0,0,0,0,0,0,0,0,0,0,0
ROT20141014,Rottnest Island,-32,115.41667,2014-10-14 11:52:00,2014,10,14,11:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148017.221153846,0,0,0,0,0,998738.647836539,0,0,18124.5576923077,604151.923076923,0,0,0,0,32571340.5528846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977026.938100962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734576.81039663,0,0,0,0,0,0,0,0,204609.264573317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54373.6730769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178305370.897436,0,679670.913461539,0,0,0,0,0,0,0,0,12980.7692307692,0,0,0,0,0,0,0,619350.119891827,0,0,0,0,0,3121451.6025641,0,0,0,0,0
ROT20140919,Rottnest Island,-32,115.41667,2014-09-19 12:57:00,2014,9,19,12:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,978059.094860406,0,0,0,0,0,0,0,0,0,0,0,0,408247.228426396,424194.385786802,562137.296954315,0,0,0,0,0,0,0,0,0,0,0,76142.1319796954,0,0,0,0,0,0,0,0,103822.639065144,0,2063163.48350254,0,0,1563419.43972081,0,0,0,0,0,0,204821.302347716,0,0,0,0,0,0,79847.7157360406,0,0,0,0,149504.600253807,0,4843949.04822335,366286.270621827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415290.556260575,0,0,0,0,0,20512031.1548223,0,0,287048.83248731,0,0,0,0,0,0,0,51961.1543993232,0,0,40609.1370558376,0,0,0,0,0,0,0,0,5740976.64974619,0,0,0,0,0,0,0,0,0,0,27411.1675126904,1176102.85532995,0,0,0,0,0,0,0,0,0,0,0,0,1647872.92724196,0,0,0,0,0
NSI20140917,North Stradbroke,-27.345,153.562,2014-09-17 10:30:00,2014,9,17,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625763.861788618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34424994.0802846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432507.388528964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152439.024390244,0,0,0,0,0,1961578.14634146,0,10162.6016260163,0,0,0,0,0,0,0,0,25541382.1138211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596411.2265625,0,0,0,0,0,0,0,0,0,0,0
MAI20140915,Maria Island,-42.59667,148.23333,2014-09-16 09:20:00,2014,9,16,09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23990396.1971083,0,0,1681595.25706763,290242.978566149,680256.981014412,0,0,0,0,0,0,0,0,3386168.08327174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5774205.46932742,0,0,0,0,204077.094304324,0,0,931952.063989745,0,0,0,0,0,0,0,1480973868.22686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10884111.6962306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8916264.30155211,0,0,0,0,0,0,0,0,0,0,112614275.683666,0,0,0,237031.765829022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20140911,Port Hacking,-34.11923,151.22667,2014-09-11 10:13:00,2014,9,11,10:13:00,0,0,0,0,0,218452704.642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7859686.98181818,0,0,0,0,0,15641763.5440115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287099.9030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288872053.87206,0,1416662.15728716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7130294.10354978,0,46176.0461760462,0,0,0,0,0,0,0,0,0,0,0,1196796.19047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934216.06541607,0,0,0,0,0,0,0
YON20140910,Yongala,-19.30847,147.61842,2014-09-10 10:35:00,2014,9,10,10:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153937.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,769984.0740625,0,706857.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212793.63515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308995833.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659152.21875,0,0,0,0,0,96509644.8,0,0,0,0,0,0,0,62831800,0,0,117809.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047196.66666667,0,0,0,0,0,0,0
ROT20140902,Rottnest Island,-32,115.41667,2014-09-02 11:55:00,2014,9,2,11:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770882.38,0,0,0,0,0,0,0,0,207344.94,5196189.86,2521125.975,0,0,0,101622582.525,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23993893.625,0,2591811.75,0,294524.0625,0,0,415475.2775,0,0,0,0,0,0,0,0,531984.087890625,0,0,0,0,0,0,0,0,0,0,0,2356192.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,7720771.584,0,30000,0,0,0,0,0,0,0,0,191595102.133333,0,0,0,0,0,0,0,0,0,0,801000,0,225000,0,0,0,0,0,0,0,0,0,438513.604166667,0,0,0,0,0,0,0
NSI20140901,North Stradbroke,-27.345,153.562,2014-09-01 10:10:00,2014,9,1,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095428.11264822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156487.14758832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148221.343873518,0,0,0,0,50574.8390151515,0,0,14822.1343873518,0,0,0,0,0,0,0,0,182121159.42029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20140824,Port Hacking,-34.11923,151.22667,2014-08-25 09:57:00,2014,8,25,09:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155650.060667341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103402.729503707,0,2073639.99191102,0,0,0,0,0,0,0,0,0,611978.714294742,0,0,0,0,0,0,79524.7724974722,603938.118048534,0,5003037.66430738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96487.1549544995,0,0,0,0,0,0,0,103402.729503707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677605.88346815,0,0,1951661.16885743,0,0,0,0,0,0,0,0,0,0,1143551.4661274,0,0,833839.610717897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645344.23186299,0,0,0,0,0
