NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Amphipod,Appendicularian,Ascidian,Brachiopod,Bryozoan,Cephalochordate,Cephalopod,Chaetognath,Ciliophora,Cirripedia,Cladoceran,Cnidarian,Coelenterate,Copepod,Ctenophore,Cumacean,Decapod,Echinoderm,Egg,Euphausiid,Fish,Foraminifera,Hemichordata,Isopod,Mollusc,Mysida,Nematode,Nemertean,Noctilucaceae,Ostracod,Phoronid,Platyhelminthes,Polychaete,Radiozoa,Sipunculid,Thaliacean,Thecostraca,Urochordata
MAI20170601,Maria Island,-42.59667,148.23333,2017-06-02T09:00:00Z,2017,6,2,09:00:00,0,0,0,0,1.886,0,0,1.886,0,0,0,0.943,0,355.5174,0,0,0,0,0,1.886,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20170528,Yongala,-19.30847,147.61842,2017-05-29T08:11:00Z,2017,5,29,08:11:00,0,113.1622,0,0,0,0,0,84.8716,0,14.1453,0,70.7265,0,2892.7078,0,0,14.1453,0,0,0,0,0,0,0,311.196,0,0,0,0,0,0,0,14.1453,0,0,0,0,0
ROT20170523,Rottnest Island,-32,115.41667,2017-05-23T09:53:00Z,2017,5,23,09:53:00,0,314.3394,0,0,0,0,0,94.3018,31.434,31.4339,125.7358,0,0,5438.0717,0,0,0,0,0,0,0,62.8679,0,0,62.8679,0,0,15.717,0,15.717,0,0,15.717,0,0,31.434,0,0
KAI20170518,Kangaroo Island,-35.83217,136.44733,2017-05-18T11:15:00Z,2017,5,18,11:15:00,0,49.5085,0,0,0,0,0,28.2905,7.0726,0,56.5811,0,0,2128.8631,0,0,0,0,0,0,0,7.0726,0,0,56.5811,0,0,0,0,0,0,0,0,0,0,21.2179,0,0
PHB20170517,Port Hacking,-34.11923,151.22667,2017-05-18T09:45:00Z,2017,5,18,09:45:00,0,120.2348,0,0,0,0,0,14.1453,0,0,7.0726,28.2905,0,1195.275,0,0,7.0726,7.0726,0,0,21.2179,14.1453,0,0,113.1622,0,0,0,0,28.2905,0,0,0,0,0,14.1453,0,0
DAR20170516,Darwin,-12.4,130.76805,2017-05-17T08:47:00Z,2017,5,17,08:47:00,0,145.6131,0,0,0,0,0,104.0093,145.6131,0,0,83.2075,0,7967.1164,0,0,62.4056,124.8112,0,0,0,478.443,0,20.8019,5616.5049,0,0,0,0,83.2075,0,0,124.8112,0,0,0,0,0
NSI20170516,North Stradbroke,-27.345,153.562,2017-05-16T10:20:00Z,2017,5,16,10:20:00,0,32.1483,0,0,0,0,0,32.1483,19.289,0,0,0,0,1305.2231,0,0,6.4297,0,0,0,0,38.578,0,0,192.8901,0,0,0,0,12.8593,0,0,0,0,0,0,0,0
ROT20170428,Rottnest Island,-32,115.41667,2017-04-28T09:52:00Z,2017,4,28,09:52:00,0,298.6224,0,0,0,0,0,7.8585,31.434,0,125.7357,15.717,0,1481.3238,0,0,0,0,0,7.8585,0,7.8585,0,0,39.2925,0,0,0,0,0,0,0,15.717,15.717,0,39.2925,0,0
YON20170426,Yongala,-19.30847,147.61842,2017-04-26T10:20:00Z,2017,4,26,10:20:00,0,1471.1082,0,0,14.1453,0,0,84.8716,0,28.2905,0,70.7264,0,3184.2584,0,0,28.2906,14.1453,0,0,0,0,0,0,198.0338,0,0,14.1453,28.2905,14.1453,0,0,99.0169,0,0,0,0,0
NSI20170424,North Stradbroke,-27.345,153.562,2017-04-24T11:00:00Z,2017,4,24,11:00:00,0,64.2967,0,0,0,0,0,83.5857,6.4297,0,0,19.2891,0,2327.5407,0,0,0,12.8594,0,0,0,51.4374,0,6.4297,514.3735,0,0,0,0,19.289,0,0,12.8593,0,0,6.4297,0,0
PHB20170419,Port Hacking,-34.11923,151.22667,2017-04-19T10:00:00Z,2017,4,19,10:00:00,0,106.0895,0,0,0,0,0,7.0726,0,0,28.2905,7.0726,0,1152.839,0,0,21.2178,7.0726,0,0,0,21.2179,0,0,84.8717,0,0,0,35.3632,28.2905,0,7.0726,0,0,0,0,0,0
MAI20170412,Maria Island,-42.59667,148.23333,2017-04-12T10:15:00Z,2017,4,12,10:15:00,3.1434,59.7245,0,0,6.2868,0,0,4.7151,0,0,0,3.1434,0,322.198,0,0,0,9.4302,0,25.1472,1.5717,9.4302,0,0,11.0019,0,0,0,0,0,0,0,0,0,0,1.5717,0,0
ROT20170407,Rottnest Island,-32,115.41667,2017-04-07T09:28:00Z,2017,4,7,09:28:00,15.717,565.8109,0,0,204.3206,0,0,31.434,0,0,636.5372,7.8585,0,7764.1832,0,0,31.434,15.717,0,0,0,23.5755,0,0,267.1885,0,0,0,0,0,0,0,117.8773,0,0,117.8773,0,0
ROT20170331,Rottnest Island,-32,115.41667,2017-03-31T10:24:00Z,2017,3,31,10:24:00,0,424.3582,0,0,15.717,0,0,31.4339,47.151,0,267.1885,0,0,2609.0173,15.717,0,15.717,0,0,204.3206,0,125.7358,0,0,94.3018,0,0,0,0,0,0,0,31.4339,15.717,0,0,0,0
MAI20170323,Maria Island,-42.59667,148.23333,2017-03-24T09:30:00Z,2017,3,24,09:30:00,0,70.7264,0,0,9.4302,0,0,18.8604,0,0,0,0,0,711.9791,0,0,18.8604,4.7151,0,132.0225,0,193.3187,0,0,103.7321,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20170322,Yongala,-19.30847,147.61842,2017-03-22T12:00:00Z,2017,3,22,12:00:00,0,1697.4326,0,28.2905,0,0,0,254.6149,56.581,0,56.5811,84.8716,0,10269.467,0,0,84.8715,169.7433,0,0,0,28.2905,0,0,877.0069,0,0,0,0,0,0,28.2905,311.196,0,0,0,0,0
PHB20170321,Port Hacking,-34.11923,151.22667,2017-03-22T09:21:00Z,2017,3,22,09:21:00,0,49.5085,0,0,0,0,0,21.2179,7.0726,0,353.6317,0,0,1994.4824,0,0,0,0,0,0,7.0726,21.2179,0,0,70.7262,0,0,0,162.6706,7.0726,0,0,21.2179,0,0,0,0,0
KAI20170315,Kangaroo Island,-35.83217,136.44733,2017-03-15T12:27:00Z,2017,3,15,12:27:00,0,10.6089,0,0,3.5363,0,0,3.5363,0,0,14.1452,0,0,922.9785,0,0,0,7.0726,0,0,0,0,0,0,24.7543,0,0,0,45.9721,0,0,0,0,0,0,77.799,0,0
ROT20170303,Rottnest Island,-32,115.41667,2017-03-03T10:30:00Z,2017,3,3,10:30:00,0,297.0507,0,0,14.1453,0,0,14.1453,14.1453,0,664.8279,14.1453,0,3960.6764,0,0,14.1453,0,0,0,0,0,0,0,42.4359,0,0,0,0,0,0,0,14.1453,0,0,14.1453,0,0
MAI20170223,Maria Island,-42.59667,148.23333,2017-02-24T08:50:00Z,2017,2,24,08:50:00,0,47.1509,0,0,0,0,0,14.1453,0,0,14.1452,4.7151,0,426.7152,0,0,9.4302,9.4302,0,70.7264,0,21.2179,0,2.3575,155.598,0,0,0,0,2.3575,0,0,2.3575,0,0,0,0,0
YON20170220,Yongala,-19.30847,147.61842,2017-02-20T10:29:00Z,2017,2,20,10:29:00,0,176.8159,0,0,0,0,0,81.6073,13.6012,13.6012,0,40.8036,0,3672.3301,0,0,81.6073,68.0061,0,0,0,0,0,13.6012,612.055,0,0,0,0,0,0,40.8037,244.822,0,0,13.6012,0,0
NSI20170217,North Stradbroke,-27.345,153.562,2017-02-17T10:30:00Z,2017,2,17,10:30:00,0,475.7955,0,0,12.8593,0,0,38.578,38.578,0,308.6241,12.8593,0,5053.7194,0,0,25.7187,25.7187,0,0,0,25.7187,0,0,218.6088,0,0,0,0,25.7186,0,0,38.578,0,0,77.1561,0,0
PHB20170205,Port Hacking,-34.11923,151.22667,2017-02-06T10:49:00Z,2017,2,6,10:49:00,0,123.7711,0,0,0,0,0,24.7542,3.5363,0,343.0228,7.0726,0,1746.9408,0,0,0,3.5363,0,0,0,31.8269,0,0,49.5085,0,0,0,144.989,0,0,7.0726,14.1452,3.5363,0,14.1453,0,0
DAR20170203_0630,Darwin,-12.4,130.76805,2017-02-03T16:00:00Z,2017,2,3,16:00:00,0,291.2262,0,0,0,0,0,83.2075,104.0094,41.6037,0,20.8019,0,4992.449,0,0,270.4244,41.6037,0,0,20.8019,790.4711,0,20.8019,1747.3571,0,0,0,0,20.8019,0,0,644.858,0,0,0,0,0
ROT20170120,Rottnest Island,-32,115.41667,2017-01-20T10:20:00Z,2017,1,20,10:20:00,0,282.9055,0,0,84.8716,0,0,0,0,0,240.4697,0,0,4130.4198,28.2905,0,14.1453,14.1453,0,14.1453,14.1453,42.4358,0,14.1453,424.3582,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20170120,Yongala,-19.30847,147.61842,2017-01-20T10:00:00Z,2017,1,20,10:00:00,0,217.6196,0,27.2024,0,0,0,380.8343,81.6073,27.2024,0,163.2147,0,5032.4518,0,0,54.4048,27.2024,0,0,0,0,0,0,81.6072,0,0,0,0,0,0,734.466,244.822,0,0,0,0,0
NSI20170117,North Stradbroke,-27.345,153.562,2017-01-17T10:30:00Z,2017,1,17,10:30:00,6.4297,443.6471,0,0,0,0,0,57.8671,0,0,25.7187,0,0,3182.6866,0,0,12.8593,12.8593,0,0,0,6.4297,0,6.4297,141.4527,0,0,6.4297,0,6.4297,0,0,57.8671,0,0,77.156,0,0
MAI20170104,Maria Island,-42.59667,148.23333,2017-01-05T09:45:00Z,2017,1,5,09:45:00,0,77.799,0,0,0,0,0,33.0056,0,0,11.7877,9.4301,0,556.3805,0,0,2.3575,0,2.3575,148.5253,0,16.5028,0,0,16.5027,0,0,0,0,4.7151,0,0,2.3575,0,0,2.3575,0,0
NSI20161215,North Stradbroke,-27.345,153.562,2016-12-15T10:15:00Z,2016,12,15,10:15:00,0,167.1714,0,0,0,0,0,6.4297,0,0,70.7264,0,0,1993.1977,0,0,0,0,0,0,0,0,0,0,64.2967,0,0,0,0,0,0,0,12.8593,0,0,6.4297,0,0
ROT20161214,Rottnest Island,-32,115.41667,2016-12-14T09:35:00Z,2016,12,14,09:35:00,7.0726,523.3751,0,0,7.0726,0,0,21.2179,0,0,728.4816,7.0726,0,2362.2599,0,0,0,21.2179,0,0,0,0,0,0,77.799,0,0,0,0,0,0,0,7.0726,0,0,21.2179,0,0
YON20161207,Yongala,-19.30847,147.61842,2016-12-07T10:15:00Z,2016,12,7,10:15:00,0,421.6379,0,0,0,0,0,81.6073,0,0,27.2024,54.4048,0,3352.701,0,0,122.4109,27.2024,0,0,0,95.2085,40.8037,68.0061,340.0305,0,0,13.6012,0,0,13.6012,13.6012,27.2024,0,0,0,0,0
PHB20161204,Port Hacking,-34.11923,151.22667,2016-12-05T09:45:00Z,2016,12,5,09:45:00,0,33.5951,0,0,0,0,0,5.3045,7.0726,0,54.813,8.8409,0,574.6524,3.5363,0,0,0,0,0,0,10.609,0,0,7.0728,0,0,0,560.5064,0,0,5.3045,5.3045,0,0,42.4359,0,0
KAI20161118,Kangaroo Island,-35.83217,136.44733,2016-11-18T12:45:00Z,2016,11,18,12:45:00,0,3.5363,0,0,24.7542,0,0,45.9722,0,0,0,0,0,1619.6331,0,0,14.1452,3.5363,0,0,0,7.0726,0,0,35.3632,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20161117,Maria Island,-42.59667,148.23333,2016-11-18T09:10:00Z,2016,11,18,09:10:00,0,200.3914,0,0,0,0,0,2.3575,0,2.3575,139.0951,7.0725,0,315.9108,0,0,0,2.3575,0,4.7151,0,0,0,2.3575,58.9386,0,0,0,1289.5773,0,0,0,2.3575,0,0,0,0,0
NSI20161116,North Stradbroke,-27.345,153.562,2016-11-16T10:15:00Z,2016,11,16,10:15:00,6.4297,276.4758,6.4297,0,0,0,0,12.8593,0,0,6.4297,6.4297,0,1813.1671,6.4297,0,0,19.289,19.289,0,12.8593,25.7187,0,0,199.3199,0,0,0,0,6.4297,0,0,45.0077,0,0,173.6011,0,0
ROT20161114,Rottnest Island,-32,115.41667,2016-11-14T09:45:00Z,2016,11,14,09:45:00,0,432.2167,0,0,70.7264,0,0,0,23.5755,0,1147.3388,0,0,3316.2808,0,0,23.5755,39.2924,0,0,15.717,15.717,0,7.8585,110.0188,0,0,0,0,0,0,0,23.5755,0,0,15.717,7.8585,0
YON20161108,Yongala,-19.30847,147.61842,2016-11-08T10:50:00Z,2016,11,8,10:50:00,0,380.8342,0,0,0,0,0,0,0,0,0,13.6012,0,4053.1643,0,0,204.0183,0,0,0,13.6012,0,0,0,108.8097,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20161107,Darwin,-12.4,130.76805,2016-11-08T08:11:00Z,2016,11,8,08:11:00,0,88.4079,0,0,22.102,0,0,198.9179,0,0,0,66.306,0,6431.6785,0,0,88.408,0,0,0,0,861.9775,0,0,950.3856,0,0,0,0,22.102,0,0,66.306,0,0,0,0,0
PHB20161030,Port Hacking,-34.11923,151.22667,2016-10-31T09:35:00Z,2016,10,31,09:35:00,0,190.9612,0,0,0,0,0,3.5363,7.0726,3.5363,49.5084,3.5363,0,574.6519,0,0,0,3.5363,0,0,3.5363,14.1453,0,0,74.2626,0,0,0,1456.963,7.0726,0,0,0,0,0,56.5811,0,0
ROT20161024,Rottnest Island,-32,115.41667,2016-10-24T09:35:00Z,2016,10,24,09:35:00,0,125.7357,0,0,23.5755,0,0,0,0,0,950.8766,7.8585,0,2019.6307,0,0,0,0,0,0,0,0,0,0,306.4809,0,0,0,0,0,0,0,15.717,0,0,0,0,0
NSI20161019,North Stradbroke,-27.345,153.562,2016-10-20T09:40:00Z,2016,10,20,09:40:00,0,160.7417,0,0,0,0,0,45.0077,32.1484,0,25.7186,6.4297,12.8593,1691.0033,6.4297,0,0,64.2967,0,0,0,32.1483,0,0,752.2714,0,0,0,244.3274,6.4297,0,0,19.289,0,0,19.289,0,0
YON20161012,Yongala,-19.30847,147.61842,2016-10-12T10:26:00Z,2016,10,12,10:26:00,0,829.6747,0,0,0,0,0,108.8098,0,0,0,13.6012,0,1405.4592,0,0,0,27.2024,0,0,0,0,0,0,1196.9077,0,0,0,0,0,0,0,40.8037,0,0,13.6012,0,0
ROT20161004,Rottnest Island,-32,115.41667,2016-10-04T10:38:00Z,2016,10,4,10:38:00,7.8585,86.4433,0,0,94.3018,0,0,23.5755,0,0,220.0376,15.717,0,2797.6197,0,0,0,39.2924,0,0,0,47.1509,0,0,259.33,0,0,15.717,0,0,0,0,94.3018,0,0,0,0,0
YON20160927,Yongala,-19.30847,147.61842,2016-09-27T10:33:00Z,2016,9,27,10:33:00,0,223.06,0,0,0,0,0,38.0834,5.4405,5.4405,0,16.3215,0,2140.8322,0,0,10.881,27.2024,0,0,5.4405,0,0,5.4405,973.8476,0,0,0,0,16.3215,0,0,0,0,0,5.4405,0,0
MAI20160927,Maria Island,-42.59667,148.23333,2016-09-27T10:10:00Z,2016,9,27,10:10:00,0,132.0225,0,0,0,0,0,0,0,4.7151,28.2905,14.1453,0,1923.7572,0,0,4.7151,33.0056,0,18.8604,0,0,0,0,4.7151,0,0,0,2272.6737,4.7151,0,0,14.1453,0,0,0,0,0
PHB20160926,Port Hacking,-34.11923,151.22667,2016-09-27T09:54:00Z,2016,9,27,09:54:00,0,293.5143,0,0,0,0,0,7.0726,7.0726,0,56.5812,0,0,1053.8223,3.5363,0,7.0726,7.0726,0,7.0726,0,10.609,0,0,116.6984,0,0,0,611.783,0,0,3.5363,3.5363,0,0,152.0617,0,0
NSI20160920,North Stradbroke,-27.345,153.562,2016-09-20T10:15:00Z,2016,9,20,10:15:00,0,86.8005,0,0,0,0,0,25.7187,0,0,0,0,0,675.1151,0,0,0,6.4297,0,0,0,0,0,0,122.1636,0,0,0,0,3.2148,0,0,3.2148,0,0,38.578,0,0
KAI20160915,Kangaroo Island,-35.83217,136.44733,2016-09-15T11:18:00Z,2016,9,15,11:18:00,0,134.38,0,0,0,0,0,42.4358,0,3.5363,109.6259,7.0726,0,1283.6833,3.5363,0,10.6089,0,314.7323,0,0,0,0,0,14.1452,0,0,0,813.3531,0,0,0,3.5363,3.5363,0,3.5363,0,0
MAI20160831,Maria Island,-42.59667,148.23333,2016-08-31T10:26:00Z,2016,8,31,10:26:00,0,132.0226,0,0,0,0,0,1.5717,0,3.1434,23.5755,1.5717,0,381.9225,0,0,1.5717,1.5717,0,1.5717,4.7151,0,0,0,0,0,0,0,1.5717,0,0,0,6.2868,0,0,0,0,0
PHB20160829,Port Hacking,-34.11923,151.22667,2016-08-30T09:20:00Z,2016,8,30,09:20:00,0,56.5811,0,0,0,0,0,0,7.0726,3.5363,99.0169,3.5363,0,1955.5831,0,0,0,3.5363,0,0,10.609,14.1453,0,0,53.0447,0,0,0,519.8387,7.0726,0,0,10.6089,0,0,343.0228,0,0
YON20160823,Yongala,-19.30847,147.61842,2016-08-23T10:19:00Z,2016,8,23,10:19:00,0,503.2453,0,0,0,0,0,68.0061,0,0,0,27.2024,0,2869.8578,0,0,13.6012,0,0,0,0,13.6012,0,27.2024,149.6134,0,0,0,0,0,0,0,13.6012,0,0,0,0,0
NSI20160822,North Stradbroke,-27.345,153.562,2016-08-22T10:50:00Z,2016,8,22,10:50:00,0,154.3121,0,0,0,0,0,16.0742,0,0,0,6.4296,0,2083.2125,0,0,0,0,19.289,0,0,0,0,0,122.1637,0,0,0,0,0,0,0,6.4296,0,0,70.7263,0,0
YON20160725,Yongala,-19.30847,147.61842,2016-07-25T10:25:00Z,2016,7,25,10:25:00,0,181.3496,0,0,0,0,0,20.4018,0,0,0,6.8006,0,775.27,2.2669,0,4.5337,2.2669,0,0,0,0,0,0,54.4049,0,0,0,0,4.5337,0,0,13.6012,0,0,0,0,0
DAR20160724_0730,Darwin,-12.4,130.76805,2016-07-24T17:00:00Z,2016,7,24,17:00:00,0,58.9386,0,0,0,0,0,78.5848,39.2924,19.6462,0,0,0,6031.3865,0,0,0,0,0,0,0,569.7401,0,0,1001.9568,0,0,0,0,255.4007,0,0,137.5235,0,0,0,0,0
ROT20160722,Rottnest Island,-32,115.41667,2016-07-22T13:20:00Z,2016,7,22,13:20:00,0,102.1603,0,0,0,0,0,23.5755,0,94.3018,31.434,7.8585,0,3559.8937,0,0,7.8585,15.717,15.717,0,0,0,0,0,1068.7539,0,0,0,0,0,0,0,149.3113,0,0,0,0,0
MAI20160720,Maria Island,-42.59667,148.23333,2016-07-21T09:30:00Z,2016,7,21,09:30:00,0,16.5028,0,0,0,0,0,0.7858,0,0,0,0,0,168.1707,0,0,10.216,0,0,8.6443,0.7858,0,0,0,3.9291,0,0,0,0,0,0,0,2.3575,0,0,0,0,0
NSI20160720,North Stradbroke,-27.345,153.562,2016-07-20T10:30:00Z,2016,7,20,10:30:00,0,96.4451,0,0,0,0,0,25.7187,6.4297,0,0,6.4297,0,1138.0522,0,0,6.4297,0,0,0,6.4297,0,0,0,231.4682,0,0,0,0,0,0,0,19.289,0,0,32.1483,0,0
PHB20160719,Port Hacking,-34.11923,151.22667,2016-07-19T10:19:00Z,2016,7,19,10:19:00,0,113.1621,0,0,0,0,0,14.1453,7.0726,3.5363,0,0,0,1287.2195,0,0,0,14.1452,0,0,3.5363,38.8995,0,0,14.1453,0,0,0,0,0,0,0,7.0726,0,0,7.0726,0,0
MAI20160630,Maria Island,-42.59667,148.23333,2016-07-01T09:30:00Z,2016,7,1,09:30:00,0.4715,0,0,0,0,0,0,0.4715,0,0,0.4715,0,0,108.4472,0,0,0.4715,0.4715,0,1.886,0,0,0,0,4.2436,0,0,0,0,0,0,0,0.4715,0,0,0,0,0
YON20160624,Yongala,-19.30847,147.61842,2016-06-24T10:00:00Z,2016,6,24,10:00:00,0,788.8709,0,0,0,0,0,68.0061,13.6012,0,0,27.2024,0,3862.747,0,0,0,0,0,0,13.6012,0,0,40.8037,421.6379,0,0,0,0,0,0,0,13.6012,0,0,0,0,0
NSI20160623,North Stradbroke,-27.345,153.562,2016-06-23T10:30:00Z,2016,6,23,10:30:00,0,231.4681,6.4297,0,12.8593,0,0,32.1483,25.7188,6.4297,0,12.8593,0,1973.9086,0,0,0,6.4297,0,0,0,57.867,6.4297,0,180.0308,0,0,0,0,6.4297,0,6.4297,25.7187,0,0,38.578,0,0
ROT20160621,Rottnest Island,-32,115.41667,2016-06-21T09:26:00Z,2016,6,21,09:26:00,15.717,770.1315,0,0,424.3582,0,0,47.1509,0,47.1509,0,15.717,0,9650.2193,0,0,62.8679,0,0,0,0,15.717,0,0,754.4146,0,0,0,0,78.5849,0,0,62.8679,0,0,31.434,0,0
PHB20160615,Port Hacking,-34.11923,151.22667,2016-06-15T11:06:00Z,2016,6,15,11:06:00,0,258.1512,0,0,0,0,0,7.0726,0,0,0,0,0,1032.6045,0,0,0,3.5363,3.5363,0,0,0,0,0,14.1452,0,0,0,0,3.5363,0,0,10.609,0,0,0,0,0
YON20160601,Yongala,-19.30847,147.61842,2016-06-01T10:46:00Z,2016,6,1,10:46:00,0,122.411,0,0,0,0,0,27.2024,0,0,0,27.2024,0,3407.1058,0,0,0,40.8036,0,0,0,0,0,0,693.6624,0,0,0,0,0,0,0,27.2024,0,0,0,0,0
MAI20160530,Maria Island,-42.59667,148.23333,2016-05-31T09:45:00Z,2016,5,31,09:45:00,0,30.9428,0,0,4.4204,0,0,4.4204,0,17.6816,22.102,8.8408,0,884.0797,0,0,0,0,0,0,0,13.2612,0,0,35.3632,0,0,0,13.2612,4.4204,0,0,4.4204,0,0,0,0,0
DAR20160530,Darwin,-12.4,130.76805,2016-05-31T07:50:00Z,2016,5,31,07:50:00,0,966.5936,0,0,70.7264,0,0,94.3018,306.4809,0,0,0,0,11127.6142,0,0,117.8774,0,0,0,0,0,0,0,2003.9136,0,0,0,0,165.0282,0,0,70.7264,0,0,0,0,0
ROT20160527,Rottnest Island,-32,115.41667,2016-05-27T09:30:00Z,2016,5,27,09:30:00,0,0,0,0,102.1603,0,0,31.434,0,7.8585,267.1885,23.5755,0,3331.9982,7.8585,0,7.8585,78.5849,0,0,0,7.8585,0,23.5755,762.2731,0,0,0,0,0,0,0,55.0094,0,0,0,0,0
KAI20160525,Kangaroo Island,-35.83217,136.44733,2016-05-26T07:35:00Z,2016,5,26,07:35:00,0,45.9721,0,0,14.1453,0,0,0,0,0,3.5363,0,0,1563.0522,0,0,7.0726,0,0,0,0,0,0,0,49.5085,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20160517,North Stradbroke,-27.345,153.562,2016-05-17T10:30:00Z,2016,5,17,10:30:00,12.8593,167.1714,0,0,6.4297,0,0,57.867,0,6.4297,0,12.8594,0,1639.5663,0,0,12.8594,19.289,19.289,0,6.4297,0,12.8593,0,147.8824,0,0,0,0,12.8593,0,0,0,0,0,0,0,0
YON20160503,Yongala,-19.30847,147.61842,2016-05-03T10:01:00Z,2016,5,3,10:01:00,0,448.8404,0,0,0,0,0,81.6073,0,0,0,27.2024,0,5916.5315,0,0,13.6012,0,0,0,0,0,0,27.2024,190.4171,0,0,0,0,54.4048,0,0,68.0061,0,0,0,0,0
PHB20160502,Port Hacking,-34.11923,151.22667,2016-05-03T09:14:00Z,2016,5,3,09:14:00,0,152.0617,0,0,3.5363,0,0,42.4358,0,0,0,0,0,1863.6393,0,0,0,0,0,0,0,3.5363,0,0,35.3632,0,0,0,17.6816,31.8269,0,0,21.2179,0,0,0,0,0
ROT20160502,Rottnest Island,-32,115.41667,2016-05-02T09:44:00Z,2016,5,2,09:44:00,0,0,0,0,0,0,0,23.5755,0,0,534.3769,0,0,3787.7897,0,0,15.717,62.8679,7.8585,0,0,0,0,0,353.6318,0,0,0,0,0,0,0,55.0094,0,0,31.4339,0,0
MAI20160428,Maria Island,-42.59667,148.23333,2016-04-28T10:47:00Z,2016,4,28,10:47:00,0,9.4302,0,0,0,0,0,0,0,0,313.5536,0,0,431.4305,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,23.5755,0,0,0,9.4301,0,0,9.4301,0,0
ROT20160413,Rottnest Island,-32,115.41667,2016-04-13T09:30:00Z,2016,4,13,09:30:00,0,518.66,0,0,7.8585,0,0,62.8679,0,31.4339,872.2918,62.8679,0,4015.686,0,0,39.2924,0,7.8585,0,7.8585,0,0,15.717,47.151,0,0,0,0,0,0,0,125.7357,0,0,361.4902,0,0
NSI20160412,North Stradbroke,-27.345,153.562,2016-04-12T10:45:00Z,2016,4,12,10:45:00,0,546.5218,0,0,0,0,0,51.4374,0,6.4297,6.4297,0,0,1273.0745,0,0,12.8593,0,0,0,6.4297,0,0,0,38.578,0,0,0,0,0,0,0,38.578,0,0,25.7187,0,0
PHB20160407,Port Hacking,-34.11923,151.22667,2016-04-08T09:13:00Z,2016,4,8,09:13:00,0,212.1792,0,0,0,0,0,11.7877,0,5.8939,11.7877,11.7877,0,1597.2377,0,0,0,5.8939,0,0,0,47.1509,0,0,76.6203,0,0,0,17.6816,5.8939,0,5.8939,23.5755,0,0,0,0,0
ROT20160324,Rottnest Island,-32,115.41667,2016-03-24T09:47:00Z,2016,3,24,09:47:00,0,81.7282,0,0,15.717,0,0,9.4302,15.717,0,141.4528,15.717,0,766.0902,0,0,3.1434,9.4302,0,0,6.2868,9.4302,0,0,31.434,0,0,0,0,3.1434,0,6.2868,3.1434,0,0,22.0038,0,0
MAI20160321,Maria Island,-42.59667,148.23333,2016-03-22T10:11:00Z,2016,3,22,10:11:00,0,127.3075,0,0,0,0,0,4.7151,0,18.8604,297.0507,4.7151,0,707.2641,4.7151,0,9.4302,0,0,18.8604,0,4.7151,0,0,14.1453,4.7151,0,0,51.866,0,0,0,0,0,0,61.2962,0,0
YON20160321,Yongala,-19.30847,147.61842,2016-03-21T10:31:00Z,2016,3,21,10:31:00,0,149.6134,0,0,13.6012,0,0,108.8098,13.6012,0,0,13.6012,0,4746.8265,0,0,0,54.4049,0,0,0,0,0,0,462.4415,0,0,0,0,13.6012,0,0,68.0061,0,0,0,0,0
NSI20160318,North Stradbroke,-27.345,153.562,2016-03-18T10:30:00Z,2016,3,18,10:30:00,6.4297,257.1867,0,0,0,0,0,25.7187,6.4297,0,6.4297,32.1484,0,1125.1916,6.4297,0,0,6.4297,0,0,0,38.578,0,0,51.4373,0,0,0,0,6.4297,0,6.4297,32.1484,0,0,77.156,0,0
MAI20160303,Maria Island,-42.59667,148.23333,2016-03-04T10:15:00Z,2016,3,4,10:15:00,0,235.7546,0,0,9.4302,0,0,4.7151,0,0,198.0339,9.4302,0,2300.9643,0,0,4.7151,18.8604,0,292.3357,4.7151,23.5755,0,0,99.0169,0,0,0,0,0,0,0,14.1453,0,0,18.8604,0,0
PHB20160229,Port Hacking,-34.11923,151.22667,2016-03-01T09:00:00Z,2016,3,1,09:00:00,0,314.7323,0,0,0,0,0,24.7542,0,0,820.4257,7.0726,0,1269.5379,0,0,7.0726,7.0726,0,0,0,0,0,0,14.1453,0,0,0,67.19,3.5363,0,0,10.609,0,0,205.1064,0,0
KAI20160223,Kangaroo Island,-35.83217,136.44733,2016-02-24T07:55:00Z,2016,2,24,07:55:00,0,66.4828,0,0,0,0,0,14.1453,0,0,72.1408,5.6581,0,649.2678,0,0,0,2.8291,4.2436,4.2436,0,0,0,0,7.0726,0,0,0,38.1922,0,0,0,8.4872,0,0,38.1922,0,0
ROT20160223,Rottnest Island,-32,115.41667,2016-02-23T08:57:00Z,2016,2,23,08:57:00,15.717,172.8866,0,0,0,0,0,31.4339,23.5755,0,235.7547,47.151,0,2876.2057,0,0,7.8585,0,0,7.8585,0,7.8585,0,7.8585,47.151,0,0,0,0,0,0,0,31.434,0,0,133.5943,0,0
YON20160215,Yongala,-19.30847,147.61842,2016-02-15T10:18:00Z,2016,2,15,10:18:00,0,911.2819,0,0,0,13.6012,0,81.6073,0,0,54.4049,0,0,3305.097,0,0,13.6012,95.2085,0,0,0,0,0,0,108.8097,0,0,0,0,0,0,0,40.8036,0,0,13.6012,0,0
