NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acanthostomella,Actiniscus,Actinocyclus,Actinoptychus,Akashiwo,Alexandrium,Amphidinium,Amphiprora,Amphisolenia,Amphora,Amphorides,Anabaena,Ascampbelliella,Asterionellopsis,Asteromphalus,Attheya,Bacillaria,Bacteriastrum,Bellerochea,Biddulphia,Brachidinium,Calciosolenia,Campylodiscus,Cerataulina,Ceratium,Ceratocorys,Ceratoperidinium,Chaetoceros,Chaetoceros (Hyalochaete),Chaetoceros (Phaeoceros),Chamaesiphon,Cladopyxis,Climacocylis,Climacodium,Cocconeis,Cochlodinium,Codonella,Codonellopsis,Corethron,Coscinodiscus,Cyclotella,Cylindrotheca,Cymatocylis,Cymatosira,Cymbella,Cyttarocylis,Dactyliosolen,Dactyliosolen cf.,Dadayiella,Detonula,Dictyocha,Dictyocysta,Dinophysis,Diploneis,Ditylum,Entomoneis,Ephemera,Epiplocylis,Epiplocyloides,Eucampia,Euglena,Eutintinnus,Eutreptiella,Favella,Fragilaria,Fragilariopsis,Goniodoma,Gonyaulax,Gossleriella,Grammatophora,Guinardia,Gymnodinium,Gyrodinium,Gyrosigma,Haslea,Helicostomella,Helicotheca,Hemiaulus,Hemidiscus,Heterocapsa,Heterosigma,Heterosigma cf.,Karenia,Kofoidinium,Laboea,Lauderia,Leptocylindrus,Licmophora,Lingulodinium,Lioloma cf.,Lithodesmium,Lyrella,Manguinea,Mastogloia,Melosira,Membraneis,Mesodinium,Mesoporos,Meuniera,Navicula,Neostreptotheca,Nitzschia,Noctiluca,Nodularia,Octactis,Odontella,Ormosella,Ornithocercus,Oxytoxum,Palmerina,Paralia,Parundella,Peridinium,Phaeocystis,Phalacroma,Planktoniella,Pleurosigma,Podolampas,Porosira,Proboscia,Pronoctiluca,Prorocentrum,Protoperidinium,Protorhabdonella,Pseudo-nitzschia,Pseudosolenia,Pterosperma,Pyrocystis,Pyrophacus,Pyrophacus cf.,Rhabdonella,Rhabdonema,Rhaphoneis,Rhizosolenia,Rotalia,Salpingella,Scrippsiella,Skeletonema,Steenstrupiella,Stephanopyxis,Striatella,Strombidium,Surirella,Synedra,Thalassionema,Thalassiosira,Thalassiothrix,Tintinnidium,Tintinnopsis,Toxarium,Triadinium,Triceratium,Trichodesmium,Trigonium,Tripos,Tripos (Amphiceratium),Tripos (Ceratium),Tripos (gametes),Tripos (Tripoceratium),Tryblionella,Undella,Vorticella,Xystonella,Xystonellopsis
MAI20140205,Maria Island,-42.59667,148.23333,2014-02-05 11:05:00,2014,2,5,11:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.05,0,0,23.67,0,0,0,0,0,0,0,0,0,0,1515.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721.76,0,0,0,0,0,0,0,0,0,23.67,0,236.74,0,0,0,0,0,0,0,0,0,0,0,0,0,307.76,0,0,0,0,0,0,0,0,0,94.7,0,0,0,0,0,18.94,0,0,0,0,0,142.05,0,0,0,0,0,0,0,23.67,0,0,0,0,0,0,0,142.05,0,0,0,0,0,0,0,0,0,0,0,142.05,0,0,0,0,23.67,0,0,47.35,47.35,0,0,23.67,0,0,0,0,0,0,0,23.67,0,47.34,0,0,0,0,0
KAI20140122,Kangaroo Island,-35.83217,136.44733,2014-01-22 15:15:00,2014,1,22,15:15:00,0,0,0,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81,0,0,0,0,0,24.53,0,0,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07,0,0,0,0,0,0,0,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,73.6,0,0,0,0,0,0,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20140122,Rottnest Island,-32,115.41667,2014-01-22 10:10:00,2014,1,22,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616.16,0,202.02,0,0,0,606.06,202.02,0,0,0,0,0,0,1414.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.02,0,0,0,0,0,0,0,0,0,202.02,0,202.02,0,0,606.06,0,0,0,0,0,0,0,0,65454.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.1,0,0,0,0,0,0,0,0,808.08,0,202.02,404.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20140122,Yongala,-19.30847,147.61842,2014-01-22 10:00:00,2014,1,22,10:00:00,0,0,0,0,0,0,0,0,0,0,41.24,0,25.77,0,0,0,0,154.64,0,0,0,0,0,0,0,0,0,25.77,0,0,0,0,0,154.64,0,0,0,0,0,0,0,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.62,0,0,0,0,0,0,0,0,231.96,0,0,0,0,0,0,180.41,0,0,0,0,0,0,0,0,51.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77,0,0,0,0,0,0,0,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77,0,0,180.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77,0,0,0,0,0,0,0,25.77,0,0,0,0,0,0,0
PHB20140120,Port Hacking,-34.11923,151.22667,2014-01-21 09:43:00,2014,1,21,09:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61177.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213.28,0,0,0,0,6438.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5030.18,0,402.41,0,0,0,0,0,0,0,0,0,0,0,0,0,3018.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.21,402.41,0,2615.69,0,0,0,0,0,0,0,0,0,0,0,1207.24,0,0,0,0,0,0,0,0,4024.14,0,0,0,0,0,0,0,0,0,0,201.21,0,0,0,0,0,0,0
ROT20131218,Rottnest Island,-32,115.41667,2013-12-18 10:43:00,2013,12,18,10:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.08,0,0,0,0,0,130.72,0,0,0,1960.79,65.36,65.36,0,0,0,0,0,0,0,0,0,65.36,0,457.52,0,0,0,0,849.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718.96,0,0,0,0,0,0,261.44,0,0,0,0,0,0,0,0,20130.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.36,0,0,457.52,0,0,0,0,0,0,0,0,261.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20131217,Maria Island,-42.59667,148.23333,2013-12-17 11:05:00,2013,12,17,11:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.85,0,0,0,586.98,0,0,0,0,0,0,0,0,0,0,0,0,0,167.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.85,0,167.71,0,0,0,0,0,0,0,0,0,0,0,0,0,16435.37,0,0,0,0,0,0,0,0,0,1257.81,0,0,0,0,0,144.65,0,0,0,0,0,251.56,0,0,0,0,0,0,0,0,0,0,16938.49,0,503.12,0,0,7630.71,0,0,0,0,0,0,0,0,0,0,0,1593.22,0,0,0,0,0,0,0,0,670.83,0,0,0,0,0,0,0,0,0,0,0,0,83.85,0,0,0,0,0
NSI20131212,North Stradbroke,-27.345,153.562,2013-12-12 10:20:00,2013,12,12,10:20:00,0,0,0,0,0,0,0,0,0,98.91,0,0,0,0,0,0,0,296.74,0,0,0,0,0,98.91,0,0,0,1780.42,0,0,0,0,0,0,0,0,0,0,0,0,0,395.65,0,0,0,0,19683.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5143.43,0,395.65,0,98.91,0,0,197.82,0,0,0,0,0,0,0,0,2373.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.82,0,0,0,0,108803.17,0,0,0,0,0,791.3,0,692.38,0,0,3659.74,98.91,0,0,0,0,0,0,0,504.45,0,0,0,0,0,0,0,0,0,0,197.82,593.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20131205,Yongala,-19.30847,147.61842,2013-12-05 11:26:00,2013,12,5,11:26:00,0,0,0,0,0,0,0,0,0,127.55,0,0,0,0,0,0,0,1096.94,0,0,0,0,0,0,0,0,0,127.55,0,382.65,0,0,0,0,102.04,0,0,0,0,0,0,510.2,0,0,0,0,510.2,0,0,0,51.02,0,0,0,0,0,0,0,0,25.51,0,25.51,0,0,0,0,0,0,0,0,229.59,0,76.53,0,0,0,0,76.53,0,0,0,0,0,0,0,0,892.86,0,0,0,0,0,0,51.02,0,0,0,0,0,0,51.02,0,0,0,0,0,0,0,102.04,0,0,0,0,0,0,0,25.51,0,0,0,0,25.51,51.02,0,102.04,51.02,0,0,0,0,25.51,0,0,663.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20131202,Port Hacking,-34.11923,151.22667,2013-12-03 09:30:00,2013,12,3,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.05,25.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,25.03,0,0,0,0,0,0,0,25.03,0,50.05,0,0,0,0,75.08,0,0,0,0,0,0,0,0,175.18,0,0,0,0,0,0,0,0,0,75.08,0,100.1,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0,0,0,25.03,0,0,0,0,0,125.13,0,100.11,0,0,0,0,0,0,0,0,0,0,0,50.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01,0,0,0
ROT20131122,Rottnest Island,-32,115.41667,2013-11-22 10:26:00,2013,11,22,10:26:00,0,0,0,0,0,0,0,0,0,0,105.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.68,0,0,0,0,0,0,0,0,0,0,0,0,0,342.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.63,0,0,289.47,0,0,0,0,0,0,0,0,0,157.89,0,0,0,0,26.32,0,0,0,0,0,0,0,0,421.05,78.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,0,0,0,0,0,0,0,52.63,0,0,26.32,0,52.63,0,0,52.63,52.63,0,0,0,0,0,0,0,236.85,0,0,0,0,0,0,0,0,26.32,0,236.84,0,0,0,0,0,0,0,342.11,0,0,78.95,78.95,0,0,0,0,0,0,0
NSI20131121,North Stradbroke,-27.345,153.562,2013-11-22 09:55:00,2013,11,22,09:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238.82,0,0,0,0,0,2955.24,0,0,0,5373.17,0,0,0,0,0,1701.5,0,0,0,0,0,0,0,1880.61,0,0,0,0,18089.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.55,0,0,0,0,0,0,0,0,6716.46,0,0,0,89.55,0,0,1791.06,0,0,0,0,0,0,0,0,14597.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.76,89.55,89.55,0,0,19164.29,179.11,0,0,0,0,0,0,0,985.08,0,0,0,895.53,0,0,0,0,0,0,358.21,447.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20131117,Maria Island,-42.59667,148.23333,2013-11-18 10:50:00,2013,11,18,10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.92,0,0,0,0,0,0,0,0,0,0,29.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.72,1228.07,0,0,0,0,0,0,0,0,0,730.99,0,0,0,0,0,46.78,0,0,0,0,0,1052.63,0,0,0,0,0,0,0,29.24,0,0,0,0,0,116.96,0,175.44,0,0,29.24,0,0,0,0,0,0,0,0,321.64,0,0,0,0,0,0,0,0,233.92,0,0,0,0,0,0,0,0,0,0,233.92,0,87.72,0,0,0,0,0
YON20131114,Yongala,-19.30847,147.61842,2013-11-14 10:32:00,2013,11,14,10:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.61,0,0,0,0,0,0,0,0,0,961.54,0,0,0,0,0,50.61,0,0,0,50.61,0,0,0,556.68,0,0,0,0,860.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.21,0,151.82,0,0,0,0,0,0,0,0,0,0,0,0,0,202.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.82,0,0,0,0,50607.29,0,0,101.21,0,0,202.43,50.61,253.04,0,0,2176.11,50.61,0,0,0,0,10.12,0,0,253.03,0,50.61,0,0,0,0,0,0,0,0,253.04,101.21,0,0,0,0,0,0,0,0,0,50.61,151.82,0,10.12,0,50.61,0,0,0
PHB20131027,Port Hacking,-34.11923,151.22667,2013-10-28 10:17:00,2013,10,28,10:17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,0,0,0,75.76,0,0,0,202.02,0,0,0,0,0,0,0,0,0,0,0,75.76,0,0,0,40.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,0,25.25,0,101.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,0,0,0,0,0,0,0,0,0,25.25,0,0,0,25.25,0,0,0
PHB20131020,Port Hacking,-34.11923,151.22667,2013-10-21 09:36:00,2013,10,21,09:36:00,0,0,0,0,0,0,0,0,0,0,20.28,0,0,0,0,0,0,0,0,0,0,0,0,507.1,0,0,0,101.42,0,0,0,0,0,0,0,0,0,10.14,0,101.42,0,507.1,0,0,0,0,101.42,0,0,0,0,0,50.71,0,0,0,0,0,0,0,0,50.71,0,0,0,0,0,0,0,0,1318.46,0,152.13,0,0,10.14,0,0,0,0,0,0,0,0,0,0,2738.34,0,0,0,0,0,0,0,0,0,10.14,0,1318.46,0,0,0,0,0,0,0,0,0,101.42,0,0,0,0,0,0,0,0,0,0,101.42,0,0,50.71,0,152.13,0,0,0,0,0,0,0,0,0,0,0,202.84,0,0,7454.36,0,0,0,0,0,557.81,0,0,0,0,0,0,0,0,0,0,101.42,0,0,0,0,0,0,0
ROT20131017,Rottnest Island,-32,115.41667,2013-10-17 08:00:00,2013,10,17,08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.53,0,0,0,0,0,0,0,24.51,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.51,0,0,0,0,0,0,0,0,0,0,24.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.51,0,0
NSI20131016,North Stradbroke,-27.345,153.562,2013-10-16 10:40:00,2013,10,16,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.47,0,0,0,0,0,1468.32,0,0,0,17436.31,0,0,0,0,0,0,0,0,0,0,0,0,0,3670.8,0,0,0,0,183.54,0,0,0,91.77,0,0,0,0,0,0,0,0,183.54,0,0,0,0,0,0,0,0,0,0,2477.79,0,0,0,0,0,0,642.39,0,0,0,0,0,0,0,642.39,18721.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.85,0,183.54,91.77,0,23493.13,0,0,0,0,0,0,0,0,367.08,0,0,183.54,1468.32,0,0,0,0,0,0,1651.86,825.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20131015,Yongala,-19.30847,147.61842,2013-10-15 11:40:00,2013,10,15,11:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330.12,0,0,0,0,0,190.33,0,0,0,2426.77,0,0,0,0,0,761.34,0,0,0,0,95.17,0,0,2807.44,0,0,0,0,2569.52,0,95.17,0,47.58,0,0,0,0,0,0,0,0,0,0,47.58,0,0,95.17,0,0,0,0,0,9992.57,0,47.58,0,95.17,0,0,0,0,0,0,0,0,0,0,237.92,190.33,0,0,0,0,0,0,142.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.58,0,0,0,0,0,0,0,0,0,0,999.26,0,0,47.58,0,4948.7,0,0,0,0,0,47.58,0,0,4092.2,0,142.75,47.58,0,0,0,0,47.58,0,0,380.67,333.08,0,0,0,0,0,0,0,0,0,47.58,0,0,0,0,0,0,0,0
ROT20131001,Rottnest Island,-32,115.41667,2013-10-01 11:55:00,2013,10,1,11:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,164.47,0,0,0,0,23.5,0,0,46.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,23.5,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,23.5,0,23.5,0,0,0,0,0
MAI20130924,Maria Island,-42.59667,148.23333,2013-09-24 11:40:00,2013,9,24,11:40:00,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,385,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,137.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,22,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,27.5,0,0,27.5,0,0,0,0,82.5,0,0,55,27.5,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
DAR20130916,Darwin,-12.4,130.76805,2013-09-16 11:26:00,2013,9,16,11:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,26.46,0,0,0,132.28,0,0,0,0,0,0,0,0,0,0,132.28,26.46,0,0,0,0,0,0,0,0,26.46,0,0,1137.57,0,0,0,0,0,0,0,0,52.91,0,0,0,79.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.37,0,0,0,0,0,0,79.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.83,0,0,0,0,0,0,0,0,42.33,10.58,0,0,0,0,0,0,0,0,0,185.19,0,0,10.58,0,26.46,79.37,0,26.46,0,0,0,0,0,0,0,0,301.59,0,158.73,132.28,0,0,0,0,0,0,0,0,238.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20130915,Port Hacking,-34.11923,151.22667,2013-09-16 08:15:00,2013,9,16,08:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676.73,0,0,0,0,0,0,0,0,0,50.3,0,0,0,335.35,0,0,0,0,0,0,335.35,0,0,0,0,0,0,0,0,0,0,1006.04,0,0,0,0,0,0,0,0,0,0,3353.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682.77,0,0,0,0,0,0,0,0,0,0,0,2682.76,0,0,0,0,0,335.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73775.99,0,0,0,0,0,0,0,0,670.7,0,0,0,0,0,670.69,0,0,0,0,0,4359.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06,0
NSI20130913,North Stradbroke,-27.345,153.562,2013-09-13 10:25:00,2013,9,13,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.7,0,0,0,0,0,0,0,0,0,360.46,0,0,0,0,0,180.23,0,0,0,0,0,0,0,4866.27,0,0,0,0,540.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.27,0,1441.86,0,0,0,0,0,0,0,0,0,0,0,0,180.23,1081.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.46,0,0,0,0,0,0,0,0,0,0,720.93,180.23,180.23,180.23,0,40732.46,0,0,0,0,0,0,0,0,1261.62,0,0,0,0,0,0,0,360.46,0,0,5767.43,0,0,0,180.23,0,0,0,0,0,0,0,180.23,0,0,0,0,0,0,0
YON20130912,Yongala,-19.30847,147.61842,2013-09-12 11:26:00,2013,9,12,11:26:00,0,0,0,0,0,0,0,0,0,97.94,0,0,0,0,0,0,0,489.72,0,0,0,0,0,0,0,0,0,3525.95,0,0,0,0,0,195.89,0,0,0,0,0,0,0,5093.05,0,0,0,0,195.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742.41,0,0,0,0,0,3232.13,0,3330.07,0,0,0,0,195.88,0,0,0,0,0,0,0,0,685.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.83,0,0,0,0,0,0,0,195.89,0,0,0,0,195.89,97.94,0,30656.22,391.77,0,0,0,0,293.83,0,0,587.66,0,0,587.66,0,0,0,0,0,97.94,0,8619,0,0,0,97.94,0,0,0,0,0,0,0,0,0,9.79,0,0,0,0,0
KAI20130827,Kangaroo Island,-35.83217,136.44733,2013-08-28 08:55:00,2013,8,28,08:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,0,24.8,0,0,0,0,0,0,0,0,0,0,0,24.8,0,74.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,0,0,0,0,24.8,0,99.21,0,0,74.4,0,0,0,0,0,0,0,0,24.8,0,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.21,24.8,0,0,49.6,0,0,0,0
PHB20130826,Port Hacking,-34.11923,151.22667,2013-08-27 09:30:00,2013,8,27,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.03,0,0,0,0,0,375.38,0,0,0,25.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.35,0,50.05,0,0,0,0,25.03,0,0,0,0,0,0,0,0,275.28,0,0,0,0,0,0,0,0,0,25.03,0,25.03,0,0,0,0,0,10.01,0,0,0,50.05,0,0,0,0,0,0,0,0,0,0,0,0,25.03,0,0,575.58,0,0,0,0,0,0,0,0,100.1,0,0,50.05,0,0,0,0,0,0,0,175.18,350.35,0,0,0,0,0,0,0,0,0,10.01,25.03,0,0,0,0,0,10.01,0
MAI20130821,Maria Island,-42.59667,148.23333,2013-08-21 11:21:00,2013,8,21,11:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.1,0,25.14,0,0,0,0,0,0,0,0,0,0,0,75.41,0,0,0,0,150.82,0,0,0,201.1,0,0,0,0,0,0,0,0,0,0,0,0,25.14,0,0,0,0,0,0,553.02,0,75.41,0,0,0,0,0,0,0,0,0,0,0,0,703.84,301.65,0,0,0,0,0,0,0,0,0,175.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.14,0,0,0,0,0,0,0,0,125.69,0,0,50.27,0,0,0,0,0,0,0,0,754.11,0,0,0,0,0,0,0,0,0,25.14,0,0,20.1,0,25.14,0,0,0
NSI20130819,North Stradbroke,-27.345,153.562,2013-08-19 10:10:00,2013,8,19,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4595.59,0,0,0,0,0,0,0,0,0,26194.86,0,153.19,0,0,0,0,0,0,0,0,0,0,0,17922.79,0,0,0,0,4442.41,0,0,0,153.19,0,0,0,0,0,0,0,0,0,0,0,0,0,919.12,0,0,0,0,0,12867.65,0,0,0,0,0,153.19,612.75,0,0,0,0,0,0,0,306.37,7659.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.37,0,1838.24,0,153.19,0,0,41973.03,153.19,0,0,0,0,0,0,0,2757.36,0,0,0,0,0,0,0,0,0,0,16544.12,459.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20130808,Yongala,-19.30847,147.61842,2013-08-08 10:58:00,2013,8,8,10:58:00,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.42,0,0,0,0,0,0,0,0,0,1425.75,0,118.81,0,0,0,0,0,0,0,0,0,0,0,3643.56,0,0,0,0,158.42,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.48,0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,118.81,0,0,0,0,0,0,79.21,0,0,0,0,0,0,0,79.21,0,0,0,39.6,39.6,79.21,0,10732.68,79.21,0,0,0,0,39.6,0,0,79.2,0,39.6,39.6,0,0,0,0,118.81,79.21,0,2495.05,39.6,0,0,0,0,0,0,0,0,0,0,0,0,39.6,0,39.6,0,0,0
