SAMPLE,NRS_CODE,TAXON_NAME,TAXON_PER_M3
13700,NSI20170829,"Bregmaceros spp.",0.004
13700,NSI20170829,"Macroramphosus spp.",0.024
13700,NSI20170829,"Scorpaenidae - undifferentiated",0.008
13700,NSI20170829,"Triglidae & Peristediidae - undifferentiated",0.004
13700,NSI20170829,"Platycephalus fuscus",0.004
13700,NSI20170829,"Platycephalidae - undifferentiated",0.008
13700,NSI20170829,"Serranidae subfam. Anthiinae",0.028
13700,NSI20170829,"Apogonidae - undifferentiated",0.004
13700,NSI20170829,"Pomatomus saltatrix",0.004
13700,NSI20170829,"Decapterus spp.",0.039
13700,NSI20170829,"Lutjanidae - undifferentiated",0.008
13700,NSI20170829,"Nemipteridae - undifferentiated",0.039
13700,NSI20170829,"Lethrinus spp.",0.039
13700,NSI20170829,"Chrysophrys auratus",0.004
13700,NSI20170829,"Mullidae - undifferentiated",0.008
13700,NSI20170829,"Cepola australis",0.004
13700,NSI20170829,"Labridae - undifferentiated",0.024
13700,NSI20170829,"Callionymidae - undifferentiated",0.004
13700,NSI20170829,"Gobiidae - undifferentiated",0.02
13700,NSI20170829,"Rexea solandri",0.02
13700,NSI20170829,"Scomber australasicus",0.079
13700,NSI20170829,"Arnoglossus spp.",0.004
13700,NSI20170829,"Asterorhombus spp.",0.008
13700,NSI20170829,"Crossorhombus spp.",0.008
13700,NSI20170829,"Engyprosopon spp.",0.102
13700,NSI20170829,"Grammatobothus spp.",0.067
13700,NSI20170829,"Cynoglossidae - undifferentiated",0.004
13700,NSI20170829,"Order Anguilliformes - undifferentiated",0.004
14103,NSF20170829,""Superclass" Pisces - undifferentiated",0.009
14103,NSF20170829,"Sardinops sagax",0.058
14103,NSF20170829,"Gonostomatidae - undifferentiated",0.004
14103,NSF20170829,"Astronesthidae - undifferentiated",0.004
14103,NSF20170829,"Myctophidae - undifferentiated",0.018
14103,NSF20170829,"Macroramphosus spp.",0.071
14103,NSF20170829,"Platycephalidae - undifferentiated",0.013
14103,NSF20170829,"Serranidae subfam. Anthiinae",0.013
14103,NSF20170829,"Serranidae subfam. Epinephelinae",0.004
14103,NSF20170829,"Trachurus novaezelandiae",0.027
14103,NSF20170829,"Decapterus spp.",0.027
14103,NSF20170829,"Brama spp.",0.009
14103,NSF20170829,"Lutjanidae - undifferentiated",0.004
14103,NSF20170829,"Lethrinus spp.",0.013
14103,NSF20170829,"Atractoscion atelodus",0.004
14103,NSF20170829,"Chaetodontidae - undifferentiated",0.009
14103,NSF20170829,"Labridae - undifferentiated",0.013
14103,NSF20170829,"Gobiidae - undifferentiated",0.018
14103,NSF20170829,"Gempylidae - undifferentiated",0.022
14103,NSF20170829,"Scombridae - undifferentiated",0.004
14103,NSF20170829,"Scomber australasicus",0.036
14103,NSF20170829,"Nomeidae - undifferentiated",0.004
14103,NSF20170829,"Engyprosopon spp.",0.009
14103,NSF20170829,"Cynoglossidae - undifferentiated",0.009
13701,ROT20170331,""Superclass" Pisces - undifferentiated",0.009
13701,ROT20170331,"Etrumeus teres",0.004
13701,ROT20170331,"Hime spp.",0.004
13701,ROT20170331,"Myctophidae - undifferentiated",0.013
13701,ROT20170331,"Verilus anomalus",0.013
13701,ROT20170331,"Carangidae - undifferentiated",0.03
13701,ROT20170331,"Pseudocaranx georgianus",0.004
13701,ROT20170331,"Mullidae - undifferentiated",0.009
13701,ROT20170331,"Kyphosus spp.",0.004
13701,ROT20170331,"Pomacentridae - undifferentiated",0.004
13701,ROT20170331,"Sphyraena spp.",0.013
13701,ROT20170331,"Labridae - undifferentiated",0.009
13701,ROT20170331,"Pinguipedidae - undifferentiated",0.004
13701,ROT20170331,"Creedia spp.",0.004
13701,ROT20170331,"Callionymidae - undifferentiated",0.009
13701,ROT20170331,""Superclass" Pisces - undifferentiated",0.01
13701,ROT20170331,"Platycephalidae - undifferentiated",0.015
13701,ROT20170331,"Carangidae - undifferentiated",0.03
13701,ROT20170331,"Mullidae - undifferentiated",0.005
13701,ROT20170331,"Creedia spp.",0.005
13701,ROT20170331,"Tripterygiidae - undifferentiated",0.005
13701,ROT20170331,"Callionymidae - undifferentiated",0.015
13701,ROT20170331,"Bothidae - undifferentiated",0.005
13702,NSI20170927,""Superclass" Pisces - undifferentiated",0.004
13702,NSI20170927,"Sardinops sagax",0.046
13702,NSI20170927,"Engraulis australis",0.025
13702,NSI20170927,"Platycephalidae - undifferentiated",0.054
13702,NSI20170927,"Serranidae subfam. Epinephelinae",0.017
13702,NSI20170927,"Apogonidae - undifferentiated",0.021
13702,NSI20170927,"Sillaginidae - undifferentiated",0.004
13702,NSI20170927,"Pomatomus saltatrix",0.004
13702,NSI20170927,"Trachurus novaezelandiae",0.205
13702,NSI20170927,"Decapterus spp.",0.067
13702,NSI20170927,"Lutjanidae - undifferentiated",0.021
13702,NSI20170927,"Nemipteridae - undifferentiated",0.004
13702,NSI20170927,"Lethrinus spp.",0.013
13702,NSI20170927,"Labridae - undifferentiated",0.05
13702,NSI20170927,"Pinguipedidae - undifferentiated",0.004
13702,NSI20170927,"Callionymidae - undifferentiated",0.013
13702,NSI20170927,"Gobiidae - undifferentiated",0.121
13702,NSI20170927,"Microdesmidae - undifferentiated",0.004
13702,NSI20170927,"Scombridae - undifferentiated",0.004
13702,NSI20170927,"Scomber australasicus",0.004
13702,NSI20170927,"Engyprosopon spp.",0.033
13702,NSI20170927,"Grammatobothus spp.",0.029
13702,NSI20170927,"Pseudorhombus spp.",0.004
13702,NSI20170927,"Soleidae - undifferentiated",0.004
13702,NSI20170927,"Cynoglossidae - undifferentiated",0.017
13702,NSI20170927,"Balistidae - undifferentiated",0.025
13702,NSI20170927,"Tetraodontidae - undifferentiated",0.013
13702,NSI20170927,""Superclass" Pisces - undifferentiated",0.012
13702,NSI20170927,"Etrumeus teres",0.004
13702,NSI20170927,"Sardinops sagax",0.008
13702,NSI20170927,"Engraulis australis",0.008
13702,NSI20170927,"Berycidae - undifferentiated",0.004
13702,NSI20170927,"Scorpaenidae - undifferentiated",0.004
13702,NSI20170927,"Triglidae & Peristediidae - undifferentiated",0.004
13702,NSI20170927,"Platycephalus fuscus",0.004
13702,NSI20170927,"Platycephalidae - undifferentiated",0.008
13702,NSI20170927,"Pegasus spp.",0.004
13702,NSI20170927,"Serranidae subfam. Epinephelinae",0.012
13702,NSI20170927,"Apogonidae - undifferentiated",0.012
13702,NSI20170927,"Sillaginidae - undifferentiated",0.004
13702,NSI20170927,"Pomatomus saltatrix",0.012
13702,NSI20170927,"Trachurus novaezelandiae",0.126
13702,NSI20170927,"Lutjanidae - undifferentiated",0.004
13702,NSI20170927,"Nemipteridae - undifferentiated",0.016
13702,NSI20170927,"Lethrinus spp.",0.051
13702,NSI20170927,"Mullidae - undifferentiated",0.012
13702,NSI20170927,"Pomacentridae - undifferentiated",0.004
13702,NSI20170927,"Labridae - undifferentiated",0.02
13702,NSI20170927,"Callionymidae - undifferentiated",0.016
13702,NSI20170927,"Gobiidae - undifferentiated",0.055
13702,NSI20170927,"Engyprosopon spp.",0.008
13702,NSI20170927,"Grammatobothus spp.",0.008
13702,NSI20170927,"Cynoglossidae - undifferentiated",0.008
14104,NSF20170927,""Superclass" Pisces - undifferentiated",0.013
14104,NSF20170927,"Etrumeus teres",0.018
14104,NSF20170927,"Sardinops sagax",0.013
14104,NSF20170927,"Engraulis australis",0.013
14104,NSF20170927,"Synodontidae - undifferentiated",0.004
14104,NSF20170927,"Bregmaceros spp.",0.004
14104,NSF20170927,"Syngnathidae - undifferentiated",0.018
14104,NSF20170927,"Scorpaenidae - undifferentiated",0.013
14104,NSF20170927,"Triglidae & Peristediidae - undifferentiated",0.027
14104,NSF20170927,"Platycephalidae - undifferentiated",0.031
14104,NSF20170927,"Serranidae subfam. Anthiinae",0.018
14104,NSF20170927,"Serranidae subfam. Epinephelinae",0.013
14104,NSF20170927,"Apogonidae - undifferentiated",0.013
14104,NSF20170927,"Sillaginidae - undifferentiated",0.004
14104,NSF20170927,"Sillago robusta",0.067
14104,NSF20170927,"Trachurus novaezelandiae",0.08
14104,NSF20170927,"Decapterus spp.",0.004
14104,NSF20170927,"Leiognathidae - undifferentiated",0.009
14104,NSF20170927,"Lutjanidae - undifferentiated",0.004
14104,NSF20170927,"Nemipteridae - undifferentiated",0.031
14104,NSF20170927,"Lethrinus spp.",0.004
14104,NSF20170927,"Labridae - undifferentiated",0.04
14104,NSF20170927,"Pinguipedidae - undifferentiated",0.062
14104,NSF20170927,"Creedia spp.",0.075
14104,NSF20170927,"Limnichthys spp.",0.004
14104,NSF20170927,"Petroscirtes lupus",0.004
14104,NSF20170927,"Callionymidae - undifferentiated",0.062
14104,NSF20170927,"Gobiidae - undifferentiated",0.209
14104,NSF20170927,"Asterorhombus spp.",0.004
14104,NSF20170927,"Crossorhombus spp.",0.013
14104,NSF20170927,"Engyprosopon spp.",0.071
14104,NSF20170927,"Pseudorhombus spp.",0.013
14104,NSF20170927,"Cynoglossidae - undifferentiated",0.022
14104,NSF20170927,"Monacanthidae - undifferentiated",0.004
13703,KAI20170908,"Sardinops sagax",0.039
13703,KAI20170908,"Myctophidae - undifferentiated",0.007
13703,KAI20170908,"Triglidae & Peristediidae - undifferentiated",0.007
13703,KAI20170908,"Pegasus spp.",0.007
13703,KAI20170908,"Serranidae subfam. Anthiinae",0.02
13703,KAI20170908,"Callionymidae - undifferentiated",0.007
13703,KAI20170908,"Thyrsites atun",0.02
13703,KAI20170908,"Sardinops sagax",0.031
13703,KAI20170908,"Triglidae & Peristediidae - undifferentiated",0.016
13703,KAI20170908,"Thyrsites atun",0.008
13704,NSI20171023,"Sardinops sagax",0.009
13704,NSI20171023,"Synodontidae - undifferentiated",0.004
13704,NSI20171023,"Myctophidae - undifferentiated",0.017
13704,NSI20171023,"Scorpaenidae - undifferentiated",0.004
13704,NSI20171023,"Triglidae & Peristediidae - undifferentiated",0.004
13704,NSI20171023,"Priacanthidae - undifferentiated",0.004
13704,NSI20171023,"Decapterus spp.",0.022
13704,NSI20171023,"Coryphaena spp.",0.004
13704,NSI20171023,"Lutjanidae - undifferentiated",0.022
13704,NSI20171023,"Nemipteridae - undifferentiated",0.017
13704,NSI20171023,"Lethrinus spp.",0.039
13704,NSI20171023,"Mullidae - undifferentiated",0.004
13704,NSI20171023,"Chaetodontidae - undifferentiated",0.013
13704,NSI20171023,"Labridae - undifferentiated",0.035
13704,NSI20171023,"Callionymidae - undifferentiated",0.009
13704,NSI20171023,"Gobiidae - undifferentiated",0.017
13704,NSI20171023,"Scombridae - undifferentiated",0.783
13704,NSI20171023,"Crossorhombus spp.",0.004
13704,NSI20171023,"Engyprosopon spp.",0.022
13704,NSI20171023,""Superclass" Pisces - undifferentiated",0.009
13704,NSI20171023,"Chlorophthalmus spp.",0.009
13704,NSI20171023,"Myctophidae - undifferentiated",0.041
13704,NSI20171023,"Scorpaenidae - undifferentiated",0.005
13704,NSI20171023,"Serranidae subfam. Anthiinae",0.014
13704,NSI20171023,"Serranidae subfam. Epinephelinae",0.009
13704,NSI20171023,"Priacanthidae - undifferentiated",0.005
13704,NSI20171023,"Apogonidae - undifferentiated",0.005
13704,NSI20171023,"Carangidae - undifferentiated",0.009
13704,NSI20171023,"Lutjanidae - undifferentiated",0.023
13704,NSI20171023,"Nemipteridae - undifferentiated",0.009
13704,NSI20171023,"Lethrinus spp.",0.009
13704,NSI20171023,"Mullidae - undifferentiated",0.005
13704,NSI20171023,"Cirrhitidae - undifferentiated",0.005
13704,NSI20171023,"Labridae - undifferentiated",0.032
13704,NSI20171023,"Pinguipedidae - undifferentiated",0.005
13704,NSI20171023,"Callionymidae - undifferentiated",0.005
13704,NSI20171023,"Acanthuridae - undifferentiated",0.009
13704,NSI20171023,"Scombridae - undifferentiated",0.276
13704,NSI20171023,"Scomber australasicus",0.027
13704,NSI20171023,"Crossorhombus spp.",0.005
13704,NSI20171023,"Cynoglossidae - undifferentiated",0.005
14105,NSF20171023,""Superclass" Pisces - undifferentiated",0.006
14105,NSF20171023,"Engraulis australis",0.006
14105,NSF20171023,"Myctophidae - undifferentiated",0.011
14105,NSF20171023,"Platycephalidae - undifferentiated",0.028
14105,NSF20171023,"Ambassis jacksoniensis",0.006
14105,NSF20171023,"Serranidae subfam. Epinephelinae",0.017
14105,NSF20171023,"Pseudochromidae - undifferentiated",0.006
14105,NSF20171023,"Apogonidae - undifferentiated",0.006
14105,NSF20171023,"Decapterus spp.",0.011
14105,NSF20171023,"Lutjanidae - undifferentiated",0.023
14105,NSF20171023,"Nemipteridae - undifferentiated",0.04
14105,NSF20171023,"Lethrinus spp.",0.023
14105,NSF20171023,"Mullidae - undifferentiated",0.006
14105,NSF20171023,"Labridae - undifferentiated",0.04
14105,NSF20171023,"Creedia spp.",0.011
14105,NSF20171023,"Callionymidae - undifferentiated",0.006
14105,NSF20171023,"Gobiidae - undifferentiated",0.011
14105,NSF20171023,"Scombridae - undifferentiated",0.147
14105,NSF20171023,"Crossorhombus spp.",0.006
14105,NSF20171023,"Engyprosopon spp.",0.011
14105,NSF20171023,"Ostraciidae - undifferentiated",0.006
13705,PHB20170921,"Etrumeus teres",0.005
13705,PHB20170921,"Sardinops sagax",0.209
13705,PHB20170921,"Hime spp.",0.002
13705,PHB20170921,"Centropogon australis",0.002
13705,PHB20170921,"Platycephalus fuscus",0.017
13705,PHB20170921,"Platycephalidae - undifferentiated",0.047
13705,PHB20170921,"Verilus anomalus",0.002
13705,PHB20170921,"Serranidae subfam. Anthiinae",0.002
13705,PHB20170921,"Sillago flindersi",0.017
13705,PHB20170921,"Trachurus novaezelandiae",0.005
13705,PHB20170921,"Girella tricuspidata",0.002
13705,PHB20170921,"Pomacentridae - undifferentiated",0.012
13705,PHB20170921,"Labridae - undifferentiated",0.005
13705,PHB20170921,"Callionymidae - undifferentiated",0.007
13705,PHB20170921,"Scomber australasicus",0.007
13705,PHB20170921,"Monacanthidae - undifferentiated",0.002
13705,PHB20170921,"Sardinops sagax",0.098
13705,PHB20170921,"Centropogon australis",0.008
13705,PHB20170921,"Triglidae & Peristediidae - undifferentiated",0.003
13705,PHB20170921,"Platycephalidae - undifferentiated",0.053
13705,PHB20170921,"Sillago flindersi",0.005
13705,PHB20170921,"Trachurus novaezelandiae",0.003
13705,PHB20170921,"Chrysophrys auratus",0.003
13705,PHB20170921,"Acanthopagrus australis",0.003
13705,PHB20170921,"Pomacentridae - undifferentiated",0.005
13705,PHB20170921,"Cepola australis",0.003
13705,PHB20170921,"Labridae - undifferentiated",0.003
13705,PHB20170921,"Callionymidae - undifferentiated",0.011
13705,PHB20170921,"Scomber australasicus",0.003
13705,PHB20170921,"Pseudorhombus spp.",0.003
13705,PHB20170921,"Monacanthidae - undifferentiated",0.003
13706,PHB20171024,"Sardinops sagax",0.077
13706,PHB20171024,"Engraulis australis",0.004
13706,PHB20171024,"Trachichthyidae - undifferentiated",0.004
13706,PHB20171024,"Centropogon australis",0.033
13706,PHB20171024,"Neosebastes spp.",0.029
13706,PHB20171024,"Triglidae & Peristediidae - undifferentiated",0.024
13706,PHB20171024,"Platycephalus fuscus",0.082
13706,PHB20171024,"Platycephalidae - undifferentiated",0.167
13706,PHB20171024,"Sillago flindersi",0.061
13706,PHB20171024,"Trachurus novaezelandiae",0.073
13706,PHB20171024,"Nemipteridae - undifferentiated",0.004
13706,PHB20171024,"Schuettea spp.",0.004
13706,PHB20171024,"Pempheris spp.",0.004
13706,PHB20171024,"Cepola australis",0.004
13706,PHB20171024,"Callionymidae - undifferentiated",0.008
13706,PHB20171024,"Lophonectes gallus",0.02
13706,PHB20171024,"Pseudorhombus spp.",0.029
13706,PHB20171024,"Cynoglossidae - undifferentiated",0.004
13706,PHB20171024,"Sardinops sagax",0.018
13706,PHB20171024,"Triglidae & Peristediidae - undifferentiated",0.004
13706,PHB20171024,"Platycephalus fuscus",0.013
13706,PHB20171024,"Platycephalidae - undifferentiated",0.018
13706,PHB20171024,"Sillaginidae - undifferentiated",0.031
13706,PHB20171024,"Trachurus novaezelandiae",0.022
13706,PHB20171024,"Liza argentea",0.004
13706,PHB20171024,"Callionymidae - undifferentiated",0.013
13706,PHB20171024,"Lophonectes gallus",0.004
13706,PHB20171024,"Pseudorhombus spp.",0.022
13706,PHB20171024,"Monacanthidae - undifferentiated",0.004
13707,ROT20170914,""Superclass" Pisces - undifferentiated",0.002
13707,ROT20170914,"Etrumeus teres",0.002
13707,ROT20170914,"Sardinops sagax",0.004
13707,ROT20170914,"Mullidae - undifferentiated",0.002
13707,ROT20170914,"Enoplosus armatus",0.002
13707,ROT20170914,"Labridae - undifferentiated",0.017
13707,ROT20170914,"Creedia spp.",0.004
13707,ROT20170914,"Parablennius spp.",0.002
13707,ROT20170914,"Tripterygiidae - undifferentiated",0.002
13707,ROT20170914,"Monacanthidae - undifferentiated",0.002
13708,ROT20171103,""Superclass" Pisces - undifferentiated",0.016
13708,ROT20171103,"Engraulis australis",0.005
13708,ROT20171103,"Scorpaenidae - undifferentiated",0.01
13708,ROT20171103,"Triglidae & Peristediidae - undifferentiated",0.016
13708,ROT20171103,"Platycephalidae - undifferentiated",0.026
13708,ROT20171103,"Serranidae subfam. Anthiinae",0.026
13708,ROT20171103,"Carangidae - undifferentiated",0.021
13708,ROT20171103,"Gerres subfasciatus",0.005
13708,ROT20171103,"Mullidae - undifferentiated",0.016
13708,ROT20171103,"Labridae - undifferentiated",0.349
13708,ROT20171103,"Labridae: Odacinae - undifferentiated",0.031
13708,ROT20171103,"Pinguipedidae - undifferentiated",0.005
13708,ROT20171103,"Percophidae - undifferentiated",0.161
13708,ROT20171103,"Creedia spp.",0.094
13708,ROT20171103,"Tripterygiidae - undifferentiated",0.005
13708,ROT20171103,"Callionymidae - undifferentiated",0.026
13708,ROT20171103,"Lophonectes gallus",0.016
13708,ROT20171103,"Monacanthidae - undifferentiated",0.083
13708,ROT20171103,"Etrumeus teres",0.004
13708,ROT20171103,"Platycephalidae - undifferentiated",0.052
13708,ROT20171103,"Carangidae - undifferentiated",0.022
13708,ROT20171103,"Labridae - undifferentiated",0.095
13708,ROT20171103,"Labridae: Odacinae - undifferentiated",0.009
13708,ROT20171103,"Percophidae - undifferentiated",0.052
13708,ROT20171103,"Creedia spp.",0.026
13708,ROT20171103,"Tripterygiidae - undifferentiated",0.009
13708,ROT20171103,"Callionymidae - undifferentiated",0.013
13708,ROT20171103,"Monacanthidae - undifferentiated",0.047
13709,NSI20171116,""Superclass" Pisces - undifferentiated",0.017
13709,NSI20171116,"Etrumeus teres",0.003
13709,NSI20171116,"Engraulis australis",0.058
13709,NSI20171116,"Gonostomatidae - undifferentiated",0.003
13709,NSI20171116,"Synodontidae - undifferentiated",0.01
13709,NSI20171116,"Myctophidae - undifferentiated",0.014
13709,NSI20171116,"Berycidae - undifferentiated",0.003
13709,NSI20171116,"Antigonia spp.",0.003
13709,NSI20171116,"Scorpaenidae - undifferentiated",0.007
13709,NSI20171116,"Platycephalidae - undifferentiated",0.007
13709,NSI20171116,"Serranidae subfam. Anthiinae",0.01
13709,NSI20171116,"Serranidae subfam. Epinephelinae",0.003
13709,NSI20171116,"Priacanthidae - undifferentiated",0.014
13709,NSI20171116,"Apogonidae - undifferentiated",0.003
13709,NSI20171116,"Carangidae - undifferentiated",0.007
13709,NSI20171116,"Decapterus spp.",0.031
13709,NSI20171116,"Lutjanidae - undifferentiated",0.11
13709,NSI20171116,"Nemipteridae - undifferentiated",0.007
13709,NSI20171116,"Lethrinus spp.",0.01
13709,NSI20171116,"Mullidae - undifferentiated",0.003
13709,NSI20171116,"Chaetodontidae - undifferentiated",0.003
13709,NSI20171116,"Labridae - undifferentiated",0.024
13709,NSI20171116,"Plagiotremus spp.",0.003
13709,NSI20171116,"Callionymidae - undifferentiated",0.003
13709,NSI20171116,"Gobiidae - undifferentiated",0.041
13709,NSI20171116,"Microdesmidae - undifferentiated",0.003
13709,NSI20171116,"Acanthuridae - undifferentiated",0.003
13709,NSI20171116,"Scombridae - undifferentiated",0.158
13709,NSI20171116,"Tetragonurus spp.",0.003
13709,NSI20171116,"Engyprosopon spp.",0.003
13709,NSI20171116,"Monacanthidae - undifferentiated",0.003
13709,NSI20171116,"Ostraciidae - undifferentiated",0.003
13709,NSI20171116,""Superclass" Pisces - undifferentiated",0.01
13709,NSI20171116,"Engraulis australis",0.01
13709,NSI20171116,"Myctophidae - undifferentiated",0.005
13709,NSI20171116,"Antennariidae - undifferentiated",0.005
13709,NSI20171116,"Ophidiidae - undifferentiated",0.005
13709,NSI20171116,"Holocentridae - undifferentiated",0.015
13709,NSI20171116,"Antigonia spp.",0.005
13709,NSI20171116,"Scorpaenidae - undifferentiated",0.01
13709,NSI20171116,"Platycephalidae - undifferentiated",0.02
13709,NSI20171116,"Dactyloptena spp.",0.01
13709,NSI20171116,"Pegasus spp.",0.005
13709,NSI20171116,"Serranidae subfam. Anthiinae",0.03
13709,NSI20171116,"Priacanthidae - undifferentiated",0.015
13709,NSI20171116,"Apogonidae - undifferentiated",0.01
13709,NSI20171116,"Decapterus spp.",0.034
13709,NSI20171116,"Lutjanidae - undifferentiated",0.025
13709,NSI20171116,"Nemipteridae - undifferentiated",0.005
13709,NSI20171116,"Mullidae - undifferentiated",0.167
13709,NSI20171116,"Chaetodontidae - undifferentiated",0.005
13709,NSI20171116,"Pomacentridae - undifferentiated",0.005
13709,NSI20171116,"Labridae - undifferentiated",0.005
13709,NSI20171116,"Trichonotus spp.",0.005
13709,NSI20171116,"Callionymidae - undifferentiated",0.015
13709,NSI20171116,"Gobiidae - undifferentiated",0.074
13709,NSI20171116,"Scombridae - undifferentiated",0.093
13709,NSI20171116,"Nomeidae - undifferentiated",0.005
13709,NSI20171116,"Engyprosopon spp.",0.005
13709,NSI20171116,"Balistidae - undifferentiated",0.005
13709,NSI20171116,"Monacanthidae - undifferentiated",0.005
13709,NSI20171116,"Ostraciidae - undifferentiated",0.015
14106,NSF20171116,""Superclass" Pisces - undifferentiated",0.009
14106,NSF20171116,"Engraulis australis",0.021
14106,NSF20171116,"Scorpaenidae - undifferentiated",0.004
14106,NSF20171116,"Platycephalidae - undifferentiated",0.009
14106,NSF20171116,"Priacanthidae - undifferentiated",0.004
14106,NSF20171116,"Decapterus spp.",0.009
14106,NSF20171116,"Lutjanidae - undifferentiated",0.017
14106,NSF20171116,"Nemipteridae - undifferentiated",0.009
14106,NSF20171116,"Lethrinus spp.",0.009
14106,NSF20171116,"Mullidae - undifferentiated",0.009
14106,NSF20171116,"Pinguipedidae - undifferentiated",0.009
14106,NSF20171116,"Callionymidae - undifferentiated",0.013
14106,NSF20171116,"Gobiidae - undifferentiated",0.004
14106,NSF20171116,"Scombridae - undifferentiated",0.184
14106,NSF20171116,"Cynoglossidae - undifferentiated",0.004
13710,MAI20171123,"Gonostomatidae - undifferentiated",0.002
13710,MAI20171123,"Myctophidae - undifferentiated",0.002
13711,NSI20171219,""Superclass" Pisces - undifferentiated",0.021
13711,NSI20171219,"Engraulis australis",0.087
13711,NSI20171219,"Gonostomatidae - undifferentiated",0.004
13711,NSI20171219,"Platycephalidae - undifferentiated",0.004
13711,NSI20171219,"Carangidae - undifferentiated",0.004
13711,NSI20171219,"Trachurus novaezelandiae",0.008
13711,NSI20171219,"Lutjanidae - undifferentiated",0.012
13711,NSI20171219,"Nemipteridae - undifferentiated",0.004
13711,NSI20171219,"Lethrinus spp.",0.004
13711,NSI20171219,"Mullidae - undifferentiated",0.008
13711,NSI20171219,"Chaetodontidae - undifferentiated",0.008
13711,NSI20171219,"Sphyraena spp.",0.004
13711,NSI20171219,"Labridae - undifferentiated",0.004
13711,NSI20171219,"Plagiotremus spp.",0.004
13711,NSI20171219,"Callionymidae - undifferentiated",0.008
13711,NSI20171219,"Gobiidae - undifferentiated",0.017
13711,NSI20171219,"Scombridae - undifferentiated",0.025
13711,NSI20171219,"Engyprosopon spp.",0.008
13711,NSI20171219,"Tetraodontidae - undifferentiated",0.008
13711,NSI20171219,"Apogonidae - undifferentiated",0.01
13711,NSI20171219,"Engyprosopon spp.",0.01
13711,NSI20171219,"Order Anguilliformes - undifferentiated",0.005
14107,NSF20171219,"Etrumeus teres",0.004
14107,NSF20171219,"Syngnathidae - undifferentiated",0.007
14107,NSF20171219,"Platycephalidae - undifferentiated",0.007
14107,NSF20171219,"Lutjanidae - undifferentiated",0.004
14107,NSF20171219,"Mugilidae - undifferentiated",0.004
14107,NSF20171219,"Limnichthys spp.",0.004
14107,NSF20171219,"Petroscirtes lupus",0.033
14107,NSF20171219,"Callionymidae - undifferentiated",0.007
14107,NSF20171219,"Gobiidae - undifferentiated",0.007
14107,NSF20171219,"Engyprosopon spp.",0.004
14107,NSF20171219,"Cynoglossidae - undifferentiated",0.015
13713,PHB20170821,"Sardinops sagax",0.105
13713,PHB20170821,"Myctophidae - undifferentiated",0.002
13713,PHB20170821,"Bregmaceros spp.",0.004
13713,PHB20170821,"Macroramphosus spp.",0.049
13713,PHB20170821,"Scorpaenidae - undifferentiated",0.002
13713,PHB20170821,"Triglidae & Peristediidae - undifferentiated",0.01
13713,PHB20170821,"Platycephalus fuscus",0.014
13713,PHB20170821,"Platycephalidae - undifferentiated",0.012
13713,PHB20170821,"Serranidae subfam. Anthiinae",0.004
13713,PHB20170821,"Sillago flindersi",0.004
13713,PHB20170821,"Trachurus novaezelandiae",0.152
13713,PHB20170821,"Nemipteridae - undifferentiated",0.002
13713,PHB20170821,"Chrysophrys auratus",0.01
13713,PHB20170821,"Scorpis spp.",0.002
13713,PHB20170821,"Pomacentridae - undifferentiated",0.006
13713,PHB20170821,"Labridae - undifferentiated",0.02
13713,PHB20170821,"Callionymidae - undifferentiated",0.002
13713,PHB20170821,"Gobiidae - undifferentiated",0.004
13713,PHB20170821,"Scomber australasicus",0.059
13713,PHB20170821,"Lophonectes gallus",0.012
13713,PHB20170821,"Engyprosopon spp.",0.002
13713,PHB20170821,"Monacanthidae - undifferentiated",0.014
13713,PHB20170821,""Superclass" Pisces - undifferentiated",0.014
13713,PHB20170821,"Sardinops sagax",0.007
13713,PHB20170821,"Platycephalidae - undifferentiated",0.012
13713,PHB20170821,"Trachurus novaezelandiae",0.171
13713,PHB20170821,"Lethrinus spp.",0.002
13713,PHB20170821,"Chrysophrys auratus",0.002
13713,PHB20170821,"Acanthopagrus australis",0.002
13713,PHB20170821,"Labridae - undifferentiated",0.005
13713,PHB20170821,"Gobiidae - undifferentiated",0.002
13713,PHB20170821,"Scomber australasicus",0.03
13713,PHB20170821,"Monacanthidae - undifferentiated",0.009
13714,KAI20171129,""Superclass" Pisces - undifferentiated",0.004
13714,KAI20171129,"Engraulis australis",0.078
13714,KAI20171129,"Monacanthidae - undifferentiated",0.004
13714,KAI20171129,"Monacanthidae - undifferentiated",0.011
13715,NSI20180417,""Superclass" Pisces - undifferentiated",0.012
13715,NSI20180417,"Engraulis australis",0.003
13715,NSI20180417,"Myctophidae - undifferentiated",0.018
13715,NSI20180417,"Scorpaenidae - undifferentiated",0.003
13715,NSI20180417,"Serranidae subfam. Anthiinae",0.003
13715,NSI20180417,"Apogonidae - undifferentiated",0.006
13715,NSI20180417,"Trachurus novaezelandiae",0.003
13715,NSI20180417,"Decapterus spp.",0.021
13715,NSI20180417,"Coryphaena spp.",0.003
13715,NSI20180417,"Lutjanidae - undifferentiated",0.003
13715,NSI20180417,"Lethrinus spp.",0.009
13715,NSI20180417,"Mullidae - undifferentiated",0.003
13715,NSI20180417,"Mugilidae - undifferentiated",0.003
13715,NSI20180417,"Labridae - undifferentiated",0.003
13715,NSI20180417,"Trichonotus spp.",0.003
13715,NSI20180417,"Plagiotremus spp.",0.003
13715,NSI20180417,"Gempylidae - undifferentiated",0.006
13715,NSI20180417,"Balistidae - undifferentiated",0.003
