SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_PER_M3
7962,Labidocera tasmanica f,COPEPOD,Copepod,Labidocera,tasmanica,4.7151
1420,Cyttarocylis ampulla,NON-COPEPOD,Ciliophora,Cyttarocylis,ampulla,0.7073
11979,Cyttarocylis ampulla,NON-COPEPOD,Ciliophora,Cyttarocylis,ampulla,7.1441
11670,Cyttarocylis ampulla,NON-COPEPOD,Ciliophora,Cyttarocylis,ampulla,7.8585
1391,Lubbockia squillimana m,COPEPOD,Copepod,Lubbockia,squillimana,7.8585
1325,Amphinema spp.,NON-COPEPOD,Cnidarian,Amphinema,spp.,3.1434
3083,Rhabdonella spp.,NON-COPEPOD,Ciliophora,Rhabdonella,spp.,0.0832
1788,Rhabdonella spp.,NON-COPEPOD,Ciliophora,Rhabdonella,spp.,13.6012
6868,Rhabdonella spp.,NON-COPEPOD,Ciliophora,Rhabdonella,spp.,19.289
5459,Oncaea vodjanitskii complex f,COPEPOD,Copepod,Oncaea,vodjanitskii complex,3.2148
8277,Pleopis polyphemoides,NON-COPEPOD,Cladoceran,Pleopis,polyphemoides,3.5363
11926,Pleopis polyphemoides,NON-COPEPOD,Cladoceran,Pleopis,polyphemoides,15.717
12009,Pleopis polyphemoides,NON-COPEPOD,Cladoceran,Pleopis,polyphemoides,7.0726
1788,Isopod j,NON-COPEPOD,Isopod,(null),(null),13.6012
5446,Isopod j,NON-COPEPOD,Isopod,(null),(null),13.6012
5017,Isopod j,NON-COPEPOD,Isopod,(null),(null),27.2024
6709,Isopod j,NON-COPEPOD,Isopod,(null),(null),10.478
7524,Isopod j,NON-COPEPOD,Isopod,(null),(null),6.8006
8947,Isopod j,NON-COPEPOD,Isopod,(null),(null),40.8037
9562,Isopod j,NON-COPEPOD,Isopod,(null),(null),13.6012
11464,Isopod j,NON-COPEPOD,Isopod,(null),(null),7.0726
12495,Isopod j,NON-COPEPOD,Isopod,(null),(null),14.1453
1788,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,6.8006
5929,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,27.2024
7747,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,15.717
8887,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,15.717
11066,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,7.8585
8167,Conchoecia spp.,NON-COPEPOD,Ostracod,Conchoecia,spp.,22.102
7554,Conchoecia spp.,NON-COPEPOD,Ostracod,Conchoecia,spp.,15.717
7832,Conchoecia spp.,NON-COPEPOD,Ostracod,Conchoecia,spp.,3.5363
9945,Conchoecia spp.,NON-COPEPOD,Ostracod,Conchoecia,spp.,6.4297
9807,Conchoecia spp.,NON-COPEPOD,Ostracod,Conchoecia,spp.,7.0726
11409,Conchoecia spp.,NON-COPEPOD,Ostracod,Conchoecia,spp.,6.4297
11596,Oikopleura (Coecaria) longicauda,NON-COPEPOD,Appendicularian,Oikopleura (Coecaria),longicauda,23.5755
9502,Fritillaria borealis,NON-COPEPOD,Appendicularian,Fritillaria,borealis,17.6816
7464,Xystonella spp.,NON-COPEPOD,Ciliophora,Xystonella,spp.,10.2875
10005,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),23.5755
10180,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),38.578
10317,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),45.9721
11268,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),7.0726
11910,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),15.717
12202,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),6.4297
11409,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),64.2967
11854,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),25.7187
5789,Favella spp.,NON-COPEPOD,Ciliophora,Favella,spp.,14.1453
5624,Atlanta spp.,NON-COPEPOD,Mollusc,Atlanta,spp.,1.4145
5625,Scaphocalanus curtus f,COPEPOD,Copepod,Scaphocalanus,curtus,1.2408
11700,Ophiuroidea,NON-COPEPOD,Echinoderm,(null),(null),9.4302
9714,Clytia spp.,NON-COPEPOD,Cnidarian,Clytia,spp.,7.0726
10631,Clytia spp.,NON-COPEPOD,Cnidarian,Clytia,spp.,23.5755
10115,Nanomia spp.,NON-COPEPOD,Cnidarian,Nanomia,spp.,14.1453
5493,Pluteus larva,NON-COPEPOD,Echinoderm,(null),(null),1.7682
7646,Pluteus larva,NON-COPEPOD,Echinoderm,(null),(null),2.2669
7709,Pluteus larva,NON-COPEPOD,Echinoderm,(null),(null),54.4049
9296,Pluteus larva,NON-COPEPOD,Echinoderm,(null),(null),7.0726
11108,Pluteus larva,NON-COPEPOD,Echinoderm,(null),(null),14.1453
11464,Pluteus larva,NON-COPEPOD,Echinoderm,(null),(null),7.0726
12234,Pluteus larva,NON-COPEPOD,Echinoderm,(null),(null),6.4297
11555,Pluteus larva,NON-COPEPOD,Echinoderm,(null),(null),282.9054
7353,Leptomedusae,NON-COPEPOD,Cnidarian,(null),(null),4.7151
7599,Leptomedusae,NON-COPEPOD,Cnidarian,(null),(null),5.0519
11838,Spionidae,NON-COPEPOD,Polychaete,(null),(null),6.4297
5522,Cypridina spp.,NON-COPEPOD,Ostracod,Cypridina,spp.,6.4297
12319,Cypridina spp.,NON-COPEPOD,Ostracod,Cypridina,spp.,25.2594
7646,Brooksia rostrata,NON-COPEPOD,Thaliacean,Brooksia,rostrata,2.2669
6868,Acartia (Acanthacartia) pietschmani f,COPEPOD,Copepod,Acartia (Acanthacartia),pietschmani,3.2148
1324,Pareucalanus attenuatus f,COPEPOD,Copepod,Pareucalanus,attenuatus,2.2453
1788,Tintinnopsis spp.,NON-COPEPOD,Ciliophora,Tintinnopsis,spp.,13.6012
3041,Tintinnopsis spp.,NON-COPEPOD,Ciliophora,Tintinnopsis,spp.,321.4835
11121,Tintinnopsis spp.,NON-COPEPOD,Ciliophora,Tintinnopsis,spp.,5.6581
5475,Oncaea media m,COPEPOD,Copepod,Oncaea,media,0.5239
5497,Oncaea media m,COPEPOD,Copepod,Oncaea,media,1.7682
5789,Oncaea media m,COPEPOD,Copepod,Oncaea,media,1.1788
5544,Brachiopoda larvae,NON-COPEPOD,Brachiopod,(null),(null),22.102
8765,Desmopterus spp.,NON-COPEPOD,Mollusc,Desmopterus,spp.,6.4297
9378,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,12.8593
7910,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,3.2148
7847,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,2.8291
9256,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,12.8593
10255,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,81.3353
10447,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,25.7187
10796,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,3.5363
11394,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,45.0077
11870,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,3.2148
12334,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,99.0169
7322,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,11.7877
7078,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,9.4302
7479,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,6.4297
7947,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,10.8255
7993,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,7.0726
7764,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,38.578
7369,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,0.943
7709,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,13.6012
7847,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,16.9743
8585,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,47.1509
8630,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,6.8006
8902,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,23.5755
9129,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,6.8006
9730,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,14.1453
10069,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,188.6036
9960,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,7.0726
10394,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,28.2905
10447,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,57.867
10680,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,47.1509
10954,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,4.7151
10925,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,18.4183
10969,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,1.886
11066,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,15.717
11379,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,64.2967
11790,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,28.2905
11806,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,1.1788
12085,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,0.943
12202,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,45.0077
11854,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,38.578
12334,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,127.3074
11451,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,10.609
12466,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,3.5363
8047,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,7.8585
7832,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,21.2179
7862,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,10.609
8380,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,9.4302
9592,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,1.7682
10428,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,0.943
10969,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,0.943
5633,Haloptilus spp. j,COPEPOD,Copepod,Haloptilus,spp.,1.4145
11238,Holothurian auricularia larva,NON-COPEPOD,Echinoderm,(null),(null),4.7151
12009,Rhabdonella spiralis,NON-COPEPOD,Ciliophora,Rhabdonella,spiralis,21.2179
12466,Rhabdonella spiralis,NON-COPEPOD,Ciliophora,Rhabdonella,spiralis,7.0726
7385,Bipinnaria larva,NON-COPEPOD,Echinoderm,(null),(null),28.9335
7013,Nyctiphanes australis FII,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,20.0391
9698,Nyctiphanes australis FIV,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,4.7151
9311,Codonellopsis morchella,NON-COPEPOD,Ciliophora,Codonellopsis,morchella,3.5363
10394,Codonellopsis morchella,NON-COPEPOD,Ciliophora,Codonellopsis,morchella,14.1453
8750,Calanus australis CIV,COPEPOD,Copepod,Calanus,australis,3.5363
8505,Diacria spp.,NON-COPEPOD,Mollusc,Diacria,spp.,6.4297
8887,Euconchoecia aculeata,NON-COPEPOD,Ostracod,Euconchoecia,aculeata,47.1509
10130,Euconchoecia aculeata,NON-COPEPOD,Ostracod,Euconchoecia,aculeata,14.1453
11323,Euconchoecia aculeata,NON-COPEPOD,Ostracod,Euconchoecia,aculeata,42.4358
11555,Clausidiid j,COPEPOD,Copepod,(null),(null),28.2905
8262,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),14.1453
7615,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),1.5717
8505,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),6.4297
9487,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),25.7187
10631,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),9.4302
10509,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),28.2905
11394,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),19.289
11700,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),4.7151
12185,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),4.7151
11670,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),15.717
10270,Nyctiphanes australis FIII,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,1.886
7062,Nyctiphanes australis FV,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,1.3814
6695,Eutintinnus spp.,NON-COPEPOD,Ciliophora,Eutintinnus,spp.,7.8585
10085,Eutintinnus spp.,NON-COPEPOD,Ciliophora,Eutintinnus,spp.,28.2905
11212,Eutintinnus spp.,NON-COPEPOD,Ciliophora,Eutintinnus,spp.,7.0726
11963,Eutintinnus spp.,NON-COPEPOD,Ciliophora,Eutintinnus,spp.,3.1434
5803,Tornaria larva,NON-COPEPOD,Hemichordata,(null),(null),1.8042
11451,Tornaria larva,NON-COPEPOD,Hemichordata,(null),(null),3.5363
11081,Cyttarocylis ampulla f. cassis,NON-COPEPOD,Ciliophora,Cyttarocylis,ampulla f. cassis,7.0726
11963,Cyttarocylis ampulla f. cassis,NON-COPEPOD,Ciliophora,Cyttarocylis,ampulla f. cassis,9.4302
8765,Kuhnia spp. cyst,NON-COPEPOD,Platyhelminthes,Kuhnia,spp.,6.4297
10021,Xystonellopsis heros,NON-COPEPOD,Ciliophora,Xystonellopsis,heros,7.8585
9256,Echinopluteus,NON-COPEPOD,Echinoderm,(null),(null),57.867
10363,Echinopluteus,NON-COPEPOD,Echinoderm,(null),(null),15.717
11094,Caridea megalopa larvae,NON-COPEPOD,Decapod,(null),(null),7.8585
7691,Climacocylis scalaria,NON-COPEPOD,Ciliophora,Climacocylis,scalaria,3.2148
11199,Climacocylis scalaria,NON-COPEPOD,Ciliophora,Climacocylis,scalaria,194.4975
11670,Climacocylis scalaria,NON-COPEPOD,Ciliophora,Climacocylis,scalaria,7.8585
8092,Cymbaloporetta spp.,NON-COPEPOD,Foraminifera,Cymbaloporetta,spp.,21.762
7247,Codonella galea,NON-COPEPOD,Ciliophora,Codonella,galea,123.0024
6695,Codonella galea,NON-COPEPOD,Ciliophora,Codonella,galea,7.8585
7646,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),4.5337
7539,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),5.4405
8428,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),3.5363
8630,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),6.8006
8872,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),5.8939
10270,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),10.3732
10631,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),18.8604
10954,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),23.5755
11323,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),14.1453
11610,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),3.5363
11776,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),25.2594
8008,Plastic red strand,NON BIOLOGICAL,Other,(null),(null),1.5717
8780,Plastic red strand,NON BIOLOGICAL,Other,(null),(null),0.4715
8380,Plastic red strand,NON BIOLOGICAL,Other,(null),(null),9.4302
10255,Plastic red strand,NON BIOLOGICAL,Other,(null),(null),3.5363
9129,Plastic clear strand,NON BIOLOGICAL,Other,(null),(null),13.6012
10494,Plastic clear strand,NON BIOLOGICAL,Other,(null),(null),110.5099
8008,Plastic black strand,NON BIOLOGICAL,Other,(null),(null),1.5717
8428,Plastic black strand,NON BIOLOGICAL,Other,(null),(null),5.8939
7631,Plastic blue flake,NON BIOLOGICAL,Other,(null),(null),27.2024
7569,Plastic blue flake,NON BIOLOGICAL,Other,(null),(null),3.5363
11186,Plastic blue flake,NON BIOLOGICAL,Other,(null),(null),8.8408
10053,Plastic yellow flake,NON BIOLOGICAL,Other,(null),(null),15.717
7631,Gebiidea zoea,NON-COPEPOD,Decapod,(null),(null),10.881
7631,Callianassidae zoea,NON-COPEPOD,Decapod,(null),(null),5.4405
10409,Corycaeus spp. j,COPEPOD,Copepod,Corycaeus,spp.,32.1483
11870,Corycaeus spp. j,COPEPOD,Copepod,Corycaeus,spp.,35.3632
9332,Paralovenia spp.,NON-COPEPOD,Cnidarian,Paralovenia,spp.,5.4405
11081,Xystonella treforti,NON-COPEPOD,Ciliophora,Xystonella,treforti,14.1453
9378,Acrocalanus gracilis i,COPEPOD,Copepod,Acrocalanus,gracilis,6.4297
11379,Pareucalanus spp. j,COPEPOD,Copepod,Pareucalanus,spp.,12.8593
11555,Pontellopsis macronyx m,COPEPOD,Copepod,Pontellopsis ,macronyx,9.4302
10680,Clausocalanus farrani i,COPEPOD,Copepod,Clausocalanus,farrani,15.717
11979,Goniopsyllus spp. f,COPEPOD,Copepod,Goniopsyllus,(null),3.572
1392,Onychocorycaeus giesbrechti f,COPEPOD,Copepod,Onychocorycaeus,giesbrechti,7.8585
8396,Onychocorycaeus giesbrechti f,COPEPOD,Copepod,Onychocorycaeus,giesbrechti,6.4297
1331,Farranula carinata f,COPEPOD,Copepod,Farranula,carinata,2.1432
3018,Farranula carinata f,COPEPOD,Copepod,Farranula,carinata,6.4297
3019,Farranula carinata f,COPEPOD,Copepod,Farranula,carinata,14.1453
7479,Farranula carinata f,COPEPOD,Copepod,Farranula,carinata,3.2148
7832,Farranula carinata f,COPEPOD,Copepod,Farranula,carinata,3.5363
1218,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,3.5363
3077,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,0.2829
1594,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,4.7151
5522,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,3.2148
7764,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,6.4297
7691,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,9.6445
8062,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,3.5363
8887,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,15.717
10363,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,7.8585
12379,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,3.5363
12410,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,7.6876
1389,Acartia (Acartiura) simplex f,COPEPOD,Copepod,Acartia (Acartiura),simplex,3.9292
1434,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,68.0061
1561,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,28.2905
9256,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,6.4297
8645,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,40.8037
8308,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,7.8585
10130,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,14.1453
10363,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,31.4339
11838,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,6.4297
1240,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,3.2148
3208,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,31.4339
3230,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,7.8585
5519,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,1.1788
8872,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,5.8939
9960,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,7.0726
11309,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,7.8585
11379,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,6.4297
12410,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,7.6876
1434,Euchaeta concinna f,COPEPOD,Copepod,Euchaeta,concinna,13.6012
3062,Siphonophore abylidae,NON-COPEPOD,Cnidarian,(null),(null),1.943
9378,Oncaea venusta medium hump f,COPEPOD,Copepod,Oncaea,venusta medium hump,6.4297
11364,Oncaea venusta medium hump f,COPEPOD,Copepod,Oncaea,venusta medium hump,12.8593
12218,Oncaea venusta medium hump f,COPEPOD,Copepod,Oncaea,venusta medium hump,2.5719
6680,Neocalanus spp. CV,COPEPOD,Copepod,Neocalanus,spp.,14.1453
10428,Centropages australiensis j,COPEPOD,Copepod,Centropages,australiensis,3.7721
1436,Calocalanus styliremis f,COPEPOD,Copepod,Calocalanus,styliremis,6.4297
3104,Calocalanus styliremis f,COPEPOD,Copepod,Calocalanus,styliremis,7.8585
8380,Calocalanus styliremis f,COPEPOD,Copepod,Calocalanus,styliremis,7.0726
1116,Metridia lucens f,COPEPOD,Copepod,Metridia,lucens,4.4204
1139,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,12.8593
1309,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,1.4735
1355,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,3.2148
1356,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,4.4204
1381,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,3.2148
1452,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,2.5719
3080,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,5.0519
3029,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,2.1432
7138,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,3.5902
7385,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,3.2148
8444,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,9.4302
12218,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,10.2875
1414,Doliolum oozoid spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,1.4145
5460,Doliolum oozoid spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,1.5717
10149,Doliolum oozoid spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,12.8593
10409,Doliolum oozoid spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,6.4297
11596,Doliolum oozoid spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,7.8585
1292,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,21.762
1294,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,27.2024
1346,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,20.4018
1401,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,5.4405
1486,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,13.6012
3290,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,6.4297
5845,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,10.478
5945,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,7.8585
6709,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,5.239
7947,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,3.6085
10363,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,7.8585
11173,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,18.6122
11268,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,21.2179
11910,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,15.717
12394,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,15.3753
1314,Corycaeus spp. m,COPEPOD,Copepod,Corycaeus,spp.,1.1788
1411,Corycaeus spp. m,COPEPOD,Copepod,Corycaeus,spp.,0.7858
1134,Sapphirina ovatolanceolata / gemma f,COPEPOD,Copepod,Sapphirina,ovatolanceolata/ gemma,14.1453
1138,Thalia democratica sol,NON-COPEPOD,Thaliacean,Thalia,democratica,1.7682
1301,Thalia democratica sol,NON-COPEPOD,Thaliacean,Thalia,democratica,4.2864
8473,Thalia democratica sol,NON-COPEPOD,Thaliacean,Thalia,democratica,4.7151
1234,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,198.0338
1255,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,594.1014
1318,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,19.6462
1322,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,388.995
1368,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,2.4754
1381,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,9.6445
1806,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,40.6677
3448,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,1.1051
4906,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,14.1453
5475,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,1.5717
5831,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,31.4339
7817,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,12.8593
8262,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,7.0726
7910,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,32.1483
8062,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,1.7682
8872,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,11.7877
9425,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,2.3575
9607,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,275.8328
9822,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,28.2905
10180,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,102.8747
11010,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,9.4302
11926,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,550.0939
12364,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,23.5755
