SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_PER_M3
1255,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,2.0208
1360,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.263
1381,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,6.4297
1418,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,0.7073
1412,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.7682
1579,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.4735
1443,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,0.32
4913,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.4145
1806,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.7682
5519,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,3.5363
7615,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,11.0019
7894,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,4.7151
8380,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,2.3575
9698,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,4.7151
8962,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,6.4297
9592,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,3.5363
9960,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,7.0726
10876,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,33.0056
11700,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,4.7151
10769,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,21.2179
1162,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,6.4297
12822,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,3.5363
1129,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),707.2636
1132,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),240.4696
1140,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),12.8593
1235,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),40.8037
1234,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),12.5736
1305,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),0.5894
1294,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),27.2024
1330,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.2148
1397,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),13.6012
1544,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),1.0104
1764,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),12.8593
1412,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),7.0726
1567,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),4.7151
1432,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),11.6582
3293,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),6.4297
3284,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),9.1852
1441,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),594.7444
5031,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),163.2147
3113,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),39.2924
5459,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.2148
3104,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),31.4339
3065,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),299.2269
3041,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),128.5934
5003,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),693.6624
5498,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),23.5755
5442,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),39.2924
5633,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.5363
4909,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),109.3044
7385,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.2148
6788,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.5363
5501,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),667.9712
5859,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),258.4232
5544,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),139.9793
5915,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),97.9288
5901,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),142.8128
6695,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),62.8679
7353,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),6.0623
7847,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),1.4145
6981,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),23.5755
7539,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),348.1913
7479,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),32.1483
8231,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),476.0428
8505,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),12.8593
6868,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),38.578
8520,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),19.289
7732,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),39.2924
8411,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),25.7187
8047,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),31.4339
7779,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),12.8593
7878,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),2.3575
8827,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),7.0726
9144,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),172.8867
10005,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102.1603
9945,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),6.4297
10240,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),353.6318
10563,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),598.4538
10317,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.5363
10601,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),19.289
10925,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),11.051
11040,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),21.2179
11295,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),12.5736
12394,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),53.8135
1365,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),12.8593
11910,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),15.717
11700,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),4.7151
12571,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),10.609
8277,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),7.0726
12218,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),7.7156
1162,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),19.289
12055,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),14.1453
12495,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),35.3632
1222,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,138.6237
1379,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,3.2148
1360,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,2.5259
1401,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,106.0895
3029,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,6.4297
8570,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,12.7307
8077,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,103.3693
1095,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,15.4714
11173,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,18.6122
1125,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,78.5848
1132,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,21.2179
1137,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,20.4018
1118,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,45.0077
1139,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.2148
1124,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,31.8269
1236,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6.8006
1252,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,14.1453
1289,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,4.5337
1366,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.5363
1379,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,54.6522
11394,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6.4297
1442,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,9.6445
1330,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,28.9335
1544,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,54.5603
1419,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,8.4872
1797,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.2148
1382,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,8.083
3285,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,46.4142
1390,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,102.1603
3230,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,62.8679
3053,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,0.4811
5442,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,377.2073
5633,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,9.9017
7369,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,13.2023
7138,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,17.9509
6666,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,31.8269
5789,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1.7682
6997,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,19.289
7847,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,2.8291
7615,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1.5717
7764,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6.4297
7047,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,19.6462
8428,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,10.609
7993,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1.7682
8585,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,110.0188
7747,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,15.717
8323,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,70.7264
8615,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,0.425
8489,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,9.4302
9114,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,4.5337
9577,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,7.0726
9807,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,21.2179
10876,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,56.5811
10774,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,38.4382
9256,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6.4297
9990,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,9.4302
10347,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,188.6036
11212,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,35.3632
10586,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6.4297
12394,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,69.1888
1119,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.2148
12525,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,53.0448
12652,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,14.1453
8535,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6.4297
11700,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,103.732
1363,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,35.3632
1082,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,64.2967
11424,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,56.5811
11610,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,17.6816
1074,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,7.0726
1108,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,0.2526
1116,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,1.4735
1219,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,2.5259
1163,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,5.8939
1244,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,2.1432
1308,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,3.6837
1315,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,0.1768
1541,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,0.7858
1530,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,6.4297
1323,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,4.7151
1484,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,50.5188
5475,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,2.6195
7862,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,7.0726
7584,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,3.5363
8444,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,9.4302
10270,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,0.943
9837,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,0.943
10693,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,7.217
11874,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,7.0726
5621,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,2.5719
11010,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,4.7151
1109,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,0.0442
1164,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,0.6315
8872,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,5.8939
7599,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,5.0519
7353,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,3.3679
11700,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,4.7151
1083,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,6.4297
1219,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,2.5259
1224,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,3.9292
1244,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,2.1432
1452,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,2.5719
5059,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,13.6012
5845,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,5.239
6966,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,6.4297
8962,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,6.4297
9714,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,14.1453
12555,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,8.8408
12669,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,12.8593
12867,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,31.4339
8535,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,6.4297
5628,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,12.8593
11963,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,3.1434
1223,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,6.8006
1401,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,5.4405
7509,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,6.8006
10461,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,6.8006
1240,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,3.2148
10680,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,15.717
11173,Acartia (Odontacartia) pacifica m,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,18.6122
1103,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.7682
1226,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.7682
1217,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
1368,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.7682
3285,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,68.5162
3140,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,25.1472
3050,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.4434
7847,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2.8291
7123,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,24.7542
8780,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2.8291
9502,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,7.0726
9363,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,45.0077
9929,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.0881
10876,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,51.866
11994,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
1082,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,6.4297
11638,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,5.6581
11624,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,11.5315
1164,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2.5259
1252,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,10.609
1367,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.4145
1368,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.7682
1544,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,34.3528
3140,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,6.2868
3180,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.2009
6774,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.5717
6788,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,7.0726
7569,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,7.0726
9038,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,18.8604
1121,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.2148
11790,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,141.4527
10954,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,9.4302
1121,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,16.0742
1349,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,0.7073
1416,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,6.4297
1324,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,2.2453
1736,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,7.8585
1538,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,8.9301
3310,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,0.3215
5031,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,27.2024
5498,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,3.9292
7539,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,5.4405
8932,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,6.8006
8690,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,13.6012
1300,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,57.867
12349,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,3.5363
12426,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,5.4405
1119,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,2.1432
1433,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,1.0462
1119,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,4.2864
1318,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,3.9292
7925,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,6.4297
5628,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,6.4297
1137,Acrocalanus gracilis m,COPEPOD,Copepod,Acrocalanus,gracilis,3.4003
9807,Acrocalanus gracilis m,COPEPOD,Copepod,Acrocalanus,gracilis,7.0726
1355,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,12.8593
1381,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,3.2148
1398,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,5.4405
1418,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,1.0609
1140,Acrocalanus longicornis m,COPEPOD,Copepod,Acrocalanus,longicornis,6.4297
1745,Acrocalanus monachus f,COPEPOD,Copepod,Acrocalanus,monachus,8.4872
1124,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,7.0726
1352,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,2.9469
1315,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,0.1768
1329,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,8.7859
1436,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,6.4297
1382,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,8.083
1567,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,1.5717
1402,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,493.4397
1441,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,16.0742
3104,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,15.717
3107,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,7.8585
9241,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,39.2924
10240,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,44.204
10363,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,7.8585
11477,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,15.717
11491,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,15.717
1319,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,7.8585
1544,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,3.0311
7138,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,3.5902
7554,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,7.8585
1153,Calanid CIV,COPEPOD,Copepod,(null),(null),0.0354
1134,Calanid CIV,COPEPOD,Copepod,(null),(null),14.1453
1246,Calanid CIV,COPEPOD,Copepod,(null),(null),2.6195
1434,Calanid CIV,COPEPOD,Copepod,(null),(null),40.8037
1431,Calanid CIV,COPEPOD,Copepod,(null),(null),7.7721
7962,Calanid CIV,COPEPOD,Copepod,(null),(null),99.0169
8473,Calanid CIV,COPEPOD,Copepod,(null),(null),9.4302
9409,Calanid CIV,COPEPOD,Copepod,(null),(null),9.4302
10270,Calanid CIV,COPEPOD,Copepod,(null),(null),2.8291
9837,Calanid CIV,COPEPOD,Copepod,(null),(null),0.943
1355,Calanid CIV,COPEPOD,Copepod,(null),(null),3.2148
1087,Calanid CV,COPEPOD,Copepod,(null),(null),3.2148
1126,Calanid CV,COPEPOD,Copepod,(null),(null),2.2453
1118,Calanid CV,COPEPOD,Copepod,(null),(null),12.8593
1238,Calanid CV,COPEPOD,Copepod,(null),(null),7.0726
1120,Calanid CV,COPEPOD,Copepod,(null),(null),6.4297
1255,Calanid CV,COPEPOD,Copepod,(null),(null),7.0726
1315,Calanid CV,COPEPOD,Copepod,(null),(null),0.1768
1379,Calanid CV,COPEPOD,Copepod,(null),(null),9.6445
1356,Calanid CV,COPEPOD,Copepod,(null),(null),1.7682
1314,Calanid CV,COPEPOD,Copepod,(null),(null),1.1788
1357,Calanid CV,COPEPOD,Copepod,(null),(null),0.2105
1404,Calanid CV,COPEPOD,Copepod,(null),(null),75.1468
1451,Calanid CV,COPEPOD,Copepod,(null),(null),0.442
3029,Calanid CV,COPEPOD,Copepod,(null),(null),2.1432
1788,Calanid CV,COPEPOD,Copepod,(null),(null),40.8037
5475,Calanid CV,COPEPOD,Copepod,(null),(null),1.0478
1791,Calanid CV,COPEPOD,Copepod,(null),(null),54.4049
8380,Calanid CV,COPEPOD,Copepod,(null),(null),4.7151
9114,Calanid CV,COPEPOD,Copepod,(null),(null),2.2669
1365,Calanid CV,COPEPOD,Copepod,(null),(null),6.4297
12040,Calanid CV,COPEPOD,Copepod,(null),(null),28.2905
1222,Calanoides carinatus f,COPEPOD,Copepod,Calanoides,carinatus,0.7073
12349,Calanoides carinatus f,COPEPOD,Copepod,Calanoides,carinatus,3.5363
1302,Calanopia minor m,COPEPOD,Copepod,Calanopia,minor,6.4297
1103,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,14.1453
1144,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,10.609
